#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  1.039493e+01  1.039493e+01  0.000000e+00
             2  1.035763e+01  1.037628e+01  1.318900e-02
             3  1.048025e+01  1.041094e+01  2.963068e-02
             4  1.089699e+01  1.053245e+01  1.075544e-01
             5  9.748632e+00  1.037569e+01  1.645093e-01
             6  1.094765e+01  1.047101e+01  1.623784e-01
             7  1.080260e+01  1.051838e+01  1.459272e-01
             8  1.084250e+01  1.055890e+01  1.331918e-01
             9  1.070388e+01  1.057501e+01  1.193629e-01
            10  1.089734e+01  1.060724e+01  1.116941e-01
            11  1.051431e+01  1.059879e+01  1.018591e-01
            12  1.057088e+01  1.059647e+01  9.339739e-02
            13  1.001809e+01  1.055198e+01  9.622779e-02
            14  1.079332e+01  1.056921e+01  9.088541e-02
            15  1.043406e+01  1.056020e+01  8.527188e-02
            16  1.040507e+01  1.055051e+01  8.049176e-02
            17  1.088278e+01  1.057005e+01  7.809401e-02
            18  1.130684e+01  1.061099e+01  8.379892e-02
            19  9.799230e+00  1.056826e+01  8.962030e-02
            20  1.026808e+01  1.055325e+01  8.638695e-02
            21  1.034453e+01  1.054331e+01  8.284310e-02
            22  9.382250e+00  1.049054e+01  9.440296e-02
            23  1.060841e+01  1.049566e+01  9.043748e-02
            24  1.139914e+01  1.053331e+01  9.417881e-02
            25  1.097318e+01  1.055090e+01  9.204054e-02
            26  1.048005e+01  1.054818e+01  8.854085e-02
            27  1.183949e+01  1.059600e+01  9.732518e-02
            28  1.030751e+01  1.058570e+01  9.439309e-02
            29  1.008522e+01  1.056844e+01  9.270240e-02
            30  9.762068e+00  1.054156e+01  9.342791e-02
            31  1.008156e+01  1.052672e+01  9.158491e-02
            32  9.502501e+00  1.049472e+01  9.414979e-02
            33  1.007542e+01  1.048201e+01  9.215014e-02
            34  1.159242e+01  1.051467e+01  9.505119e-02
            35  1.101628e+01  1.052900e+01  9.340963e-02
            36  1.065560e+01  1.053252e+01  9.088109e-02
            37  1.009632e+01  1.052073e+01  8.918621e-02
            38  1.092213e+01  1.053129e+01  8.746252e-02
            39  1.068724e+01  1.053529e+01  8.531125e-02
            40  1.090020e+01  1.054441e+01  8.366481e-02
            41  9.993446e+00  1.053098e+01  8.269639e-02
            42  1.152761e+01  1.055471e+01  8.406301e-02
            43  1.082755e+01  1.056105e+01  8.234719e-02
            44  1.064821e+01  1.056303e+01  8.049948e-02
            45  1.050124e+01  1.056166e+01  7.872232e-02
            46  1.011778e+01  1.055201e+01  7.760013e-02
            47  1.054585e+01  1.055188e+01  7.594917e-02
            48  1.067089e+01  1.055436e+01  7.440735e-02
            49  9.949316e+00  1.054201e+01  7.390628e-02
            50  1.018518e+01  1.053487e+01  7.277191e-02
            51  1.059941e+01  1.053614e+01  7.135601e-02
            52  1.087089e+01  1.054258e+01  7.027356e-02
            53  1.009081e+01  1.053405e+01  6.946268e-02
            54  1.063536e+01  1.053593e+01  6.820167e-02
            55  1.007041e+01  1.052746e+01  6.748478e-02
            56  1.053533e+01  1.052760e+01  6.627984e-02
            57  9.607272e+00  1.051146e+01  6.705486e-02
            58  1.016022e+01  1.050540e+01  6.617162e-02
            59  9.755249e+00  1.049269e+01  6.626032e-02
            60  1.020746e+01  1.048793e+01  6.532629e-02
            61  1.098612e+01  1.049610e+01  6.476386e-02
            62  1.038952e+01  1.049438e+01  6.374209e-02
            63  1.046157e+01  1.049386e+01  6.273244e-02
            64  9.980516e+00  1.048584e+01  6.226292e-02
            65  9.562869e+00  1.047164e+01  6.290336e-02
            66  1.084169e+01  1.047725e+01  6.219966e-02
            67  1.087409e+01  1.048317e+01  6.155266e-02
            68  1.032617e+01  1.048086e+01  6.069076e-02
            69  1.012042e+01  1.047564e+01  6.003558e-02
            70  1.129310e+01  1.048732e+01  6.030302e-02
            71  1.086749e+01  1.049267e+01  5.969094e-02
            72  1.183225e+01  1.051128e+01  6.169337e-02
            73  1.015941e+01  1.050646e+01  6.103626e-02
            74  1.010580e+01  1.050104e+01  6.045111e-02
            75  1.092518e+01  1.050670e+01  5.990903e-02
            76  1.097153e+01  1.051281e+01  5.943214e-02
            77  9.889664e+00  1.050472e+01  5.920873e-02
            78  1.105486e+01  1.051177e+01  5.886824e-02
            79  1.121318e+01  1.052065e+01  5.878879e-02
            80  1.010796e+01  1.051549e+01  5.827982e-02
            81  1.009592e+01  1.051031e+01  5.779005e-02
            82  1.064627e+01  1.051197e+01  5.710908e-02
            83  1.093765e+01  1.051710e+01  5.665083e-02
            84  1.118232e+01  1.052502e+01  5.652723e-02
            85  1.050209e+01  1.052475e+01  5.586285e-02
            86  1.077622e+01  1.052767e+01  5.528976e-02
            87  1.018064e+01  1.052368e+01  5.479794e-02
            88  9.292280e+00  1.050969e+01  5.593337e-02
            89  1.080328e+01  1.051299e+01  5.540210e-02
            90  1.039613e+01  1.051169e+01  5.480173e-02
            91  1.066574e+01  1.051338e+01  5.422565e-02
            92  1.070914e+01  1.051551e+01  5.367798e-02
            93  1.000503e+01  1.051002e+01  5.338071e-02
            94  1.105075e+01  1.051578e+01  5.312186e-02
            95  9.824629e+00  1.050850e+01  5.305853e-02
            96  9.993595e+00  1.050314e+01  5.277624e-02
            97  1.052467e+01  1.050336e+01  5.223262e-02
            98  1.010610e+01  1.049931e+01  5.185669e-02
            99  1.119232e+01  1.050631e+01  5.180321e-02
           100  9.999657e+00  1.050124e+01  5.153233e-02
