#   N_BLOCK:  ACCEPTANCE:
             1  3.955253e-01
             2  3.955173e-01
             3  3.961951e-01
             4  3.959107e-01
             5  3.955853e-01
             6  3.955829e-01
             7  3.958731e-01
             8  3.960685e-01
             9  3.960821e-01
            10  3.962205e-01
            11  3.962040e-01
            12  3.963759e-01
            13  3.962869e-01
            14  3.961110e-01
            15  3.961410e-01
            16  3.961011e-01
            17  3.961162e-01
            18  3.960997e-01
            19  3.961253e-01
            20  3.962092e-01
            21  3.962462e-01
            22  3.962353e-01
            23  3.962930e-01
            24  3.962605e-01
            25  3.962821e-01
            26  3.963229e-01
            27  3.963540e-01
            28  3.963040e-01
            29  3.962393e-01
            30  3.962412e-01
            31  3.961884e-01
            32  3.961540e-01
            33  3.960752e-01
            34  3.960915e-01
            35  3.960784e-01
            36  3.961470e-01
            37  3.961155e-01
            38  3.960302e-01
            39  3.960783e-01
            40  3.960498e-01
            41  3.960485e-01
            42  3.960408e-01
            43  3.960235e-01
            44  3.960775e-01
            45  3.961150e-01
            46  3.960738e-01
            47  3.961264e-01
            48  3.961203e-01
            49  3.961072e-01
            50  3.960888e-01
            51  3.961230e-01
            52  3.960700e-01
            53  3.960827e-01
            54  3.960466e-01
            55  3.960975e-01
            56  3.961010e-01
            57  3.961121e-01
            58  3.961203e-01
            59  3.960955e-01
            60  3.960597e-01
            61  3.960601e-01
            62  3.960976e-01
            63  3.961099e-01
            64  3.961196e-01
            65  3.961162e-01
            66  3.960708e-01
            67  3.960342e-01
            68  3.960520e-01
            69  3.960438e-01
            70  3.960318e-01
            71  3.960474e-01
            72  3.960495e-01
            73  3.960421e-01
            74  3.960421e-01
            75  3.960567e-01
            76  3.960519e-01
            77  3.960639e-01
            78  3.960883e-01
            79  3.960901e-01
            80  3.961181e-01
            81  3.961273e-01
            82  3.961186e-01
            83  3.961337e-01
            84  3.961532e-01
            85  3.961853e-01
            86  3.961895e-01
            87  3.961853e-01
            88  3.961704e-01
            89  3.961723e-01
            90  3.961785e-01
            91  3.961719e-01
            92  3.961865e-01
            93  3.961740e-01
            94  3.961656e-01
            95  3.961621e-01
            96  3.961625e-01
            97  3.961353e-01
            98  3.961374e-01
            99  3.961588e-01
           100  3.961708e-01
