#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  5.049333e-02  5.049333e-02  0.000000e+00
             2  4.167467e-02  4.608400e-02  3.117870e-03
             3  4.169867e-02  4.462222e-02  2.396878e-03
             4  4.809867e-02  4.549133e-02  1.948869e-03
             5  5.505600e-02  4.740427e-02  2.314785e-03
             6  6.230133e-02  4.988711e-02  2.976254e-03
             7  5.511200e-02  5.063352e-02  2.643015e-03
             8  6.049867e-02  5.186667e-02  2.584348e-03
             9  4.793600e-02  5.142993e-02  2.333810e-03
            10  4.823467e-02  5.111040e-02  2.122190e-03
            11  5.118133e-02  5.111685e-02  1.929273e-03
            12  5.961333e-02  5.182489e-02  1.893974e-03
            13  3.961333e-02  5.088554e-02  1.967486e-03
            14  5.347733e-02  5.107067e-02  1.835640e-03
            15  6.462667e-02  5.197440e-02  1.922904e-03
            16  5.407733e-02  5.210583e-02  1.807208e-03
            17  5.557067e-02  5.230965e-02  1.712356e-03
            18  6.254133e-02  5.287807e-02  1.708970e-03
            19  5.145867e-02  5.280337e-02  1.620656e-03
            20  5.086667e-02  5.270653e-02  1.542513e-03
            21  7.494933e-02  5.376571e-02  1.796268e-03
            22  5.564000e-02  5.385091e-02  1.716639e-03
            23  4.453867e-02  5.344603e-02  1.689075e-03
            24  5.626667e-02  5.356356e-02  1.622780e-03
            25  6.202400e-02  5.390197e-02  1.592765e-03
            26  6.218933e-02  5.422072e-02  1.563073e-03
            27  5.192000e-02  5.413551e-02  1.507503e-03
            28  6.163467e-02  5.440333e-02  1.477263e-03
            29  6.042133e-02  5.461085e-02  1.440825e-03
            30  5.545333e-02  5.463893e-02  1.393071e-03
            31  4.673333e-02  5.438391e-02  1.371277e-03
            32  6.409867e-02  5.468750e-02  1.361615e-03
            33  7.010933e-02  5.515483e-02  1.398253e-03
            34  5.379200e-02  5.511475e-02  1.357703e-03
            35  5.940000e-02  5.523718e-02  1.324420e-03
            36  5.676000e-02  5.527948e-02  1.288306e-03
            37  5.962400e-02  5.539690e-02  1.258827e-03
            38  5.638400e-02  5.542288e-02  1.225967e-03
            39  5.816533e-02  5.549320e-02  1.196547e-03
            40  6.718933e-02  5.578560e-02  1.201830e-03
            41  5.729867e-02  5.582250e-02  1.173084e-03
            42  6.218667e-02  5.597403e-02  1.154898e-03
            43  6.777067e-02  5.624837e-02  1.160167e-03
            44  5.815467e-02  5.629170e-02  1.134608e-03
            45  4.498133e-02  5.604036e-02  1.136893e-03
            46  5.666667e-02  5.605397e-02  1.112259e-03
            47  4.940000e-02  5.591240e-02  1.097567e-03
            48  5.044267e-02  5.579844e-02  1.080601e-03
            49  5.775467e-02  5.583837e-02  1.059285e-03
            50  6.362133e-02  5.599403e-02  1.049474e-03
            51  5.818133e-02  5.603692e-02  1.029772e-03
            52  4.937600e-02  5.590882e-02  1.017904e-03
            53  6.446133e-02  5.607019e-02  1.011408e-03
            54  6.131467e-02  5.616731e-02  9.973306e-04
            55  5.796000e-02  5.619990e-02  9.797297e-04
            56  5.962667e-02  5.626110e-02  9.641437e-04
            57  5.661600e-02  5.626732e-02  9.472490e-04
            58  5.785867e-02  5.629476e-02  9.313143e-04
            59  4.748800e-02  5.614549e-02  9.274142e-04
            60  5.773067e-02  5.617191e-02  9.123335e-04
            61  3.365600e-02  5.580280e-02  9.691733e-04
            62  5.093600e-02  5.572430e-02  9.567151e-04
            63  5.264533e-02  5.567543e-02  9.427766e-04
            64  6.965600e-02  5.589388e-02  9.530174e-04
            65  6.241067e-02  5.599413e-02  9.436145e-04
            66  6.752267e-02  5.616881e-02  9.453463e-04
            67  5.039467e-02  5.608263e-02  9.351567e-04
            68  4.842667e-02  5.597004e-02  9.281571e-04
            69  5.319467e-02  5.592982e-02  9.155767e-04
            70  5.681867e-02  5.594251e-02  9.025850e-04
            71  5.830933e-02  5.597585e-02  8.904880e-04
            72  5.240267e-02  5.592622e-02  8.795019e-04
            73  5.215467e-02  5.587456e-02  8.689701e-04
            74  6.084267e-02  5.594169e-02  8.598168e-04
            75  6.395467e-02  5.604853e-02  8.549647e-04
            76  6.012000e-02  5.610211e-02  8.453919e-04
            77  5.253600e-02  5.605579e-02  8.356804e-04
            78  5.812267e-02  5.608229e-02  8.253866e-04
            79  5.606400e-02  5.608206e-02  8.149387e-04
            80  5.197067e-02  5.603067e-02  8.063708e-04
            81  4.769867e-02  5.592780e-02  8.029497e-04
            82  4.629867e-02  5.581037e-02  8.016984e-04
            83  4.806933e-02  5.571711e-02  7.974459e-04
            84  5.601067e-02  5.572060e-02  7.879602e-04
            85  5.205867e-02  5.567752e-02  7.798669e-04
            86  6.247467e-02  5.575656e-02  7.747934e-04
            87  5.160000e-02  5.570878e-02  7.673593e-04
            88  5.845600e-02  5.574000e-02  7.592741e-04
            89  4.112533e-02  5.557579e-02  7.682947e-04
            90  5.529333e-02  5.557265e-02  7.597645e-04
            91  5.073067e-02  5.551944e-02  7.532764e-04
            92  5.524800e-02  5.551649e-02  7.450943e-04
            93  5.702667e-02  5.553273e-02  7.372595e-04
            94  4.976800e-02  5.547140e-02  7.319625e-04
            95  4.311467e-02  5.534133e-02  7.357238e-04
            96  4.087200e-02  5.519061e-02  7.433384e-04
            97  6.392267e-02  5.528063e-02  7.411060e-04
            98  5.392000e-02  5.526675e-02  7.336737e-04
            99  6.329600e-02  5.534785e-02  7.307319e-04
           100  5.642933e-02  5.535867e-02  7.235046e-04
