#   N_BLOCK:  ACCEPTANCE:
             1  1.476147e-01
             2  1.467827e-01
             3  1.477400e-01
             4  1.479333e-01
             5  1.481667e-01
             6  1.477864e-01
             7  1.478198e-01
             8  1.478138e-01
             9  1.479381e-01
            10  1.485283e-01
            11  1.485058e-01
            12  1.485326e-01
            13  1.486098e-01
            14  1.485384e-01
            15  1.486996e-01
            16  1.485872e-01
            17  1.485722e-01
            18  1.487139e-01
            19  1.487726e-01
            20  1.488925e-01
            21  1.487537e-01
            22  1.485880e-01
            23  1.485590e-01
            24  1.484489e-01
            25  1.482987e-01
            26  1.483558e-01
            27  1.482055e-01
            28  1.481583e-01
            29  1.481183e-01
            30  1.481427e-01
            31  1.481949e-01
            32  1.482839e-01
            33  1.482682e-01
            34  1.482371e-01
            35  1.483002e-01
            36  1.483141e-01
            37  1.482614e-01
            38  1.482980e-01
            39  1.482395e-01
            40  1.482010e-01
            41  1.482640e-01
            42  1.482401e-01
            43  1.483279e-01
            44  1.483248e-01
            45  1.484100e-01
            46  1.484406e-01
            47  1.484622e-01
            48  1.484522e-01
            49  1.484027e-01
            50  1.484353e-01
            51  1.483256e-01
            52  1.483202e-01
            53  1.483601e-01
            54  1.483782e-01
            55  1.484210e-01
            56  1.484803e-01
            57  1.485209e-01
            58  1.485123e-01
            59  1.485934e-01
            60  1.486352e-01
            61  1.486383e-01
            62  1.486512e-01
            63  1.486086e-01
            64  1.486716e-01
            65  1.486602e-01
            66  1.486536e-01
            67  1.486662e-01
            68  1.487358e-01
            69  1.487262e-01
            70  1.486920e-01
            71  1.487111e-01
            72  1.486590e-01
            73  1.486684e-01
            74  1.486875e-01
            75  1.486725e-01
            76  1.486933e-01
            77  1.486492e-01
            78  1.486617e-01
            79  1.485765e-01
            80  1.485928e-01
            81  1.486111e-01
            82  1.485770e-01
            83  1.485022e-01
            84  1.484991e-01
            85  1.484849e-01
            86  1.485135e-01
            87  1.484512e-01
            88  1.484274e-01
            89  1.483986e-01
            90  1.483961e-01
            91  1.484461e-01
            92  1.484911e-01
            93  1.485009e-01
            94  1.484962e-01
            95  1.484944e-01
            96  1.485091e-01
            97  1.485355e-01
            98  1.485608e-01
            99  1.485629e-01
           100  1.485789e-01
