#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  2.562773e-01  2.562773e-01  0.000000e+00
             2  2.439253e-01  2.501013e-01  4.367091e-03
             3  2.264640e-01  2.422222e-01  7.061384e-03
             4  3.125067e-01  2.597933e-01  1.611229e-02
             5  2.831813e-01  2.644709e-01  1.355182e-02
             6  2.791760e-01  2.669218e-01  1.151267e-02
             7  2.724453e-01  2.677109e-01  9.895005e-03
             8  2.649493e-01  2.673657e-01  8.664148e-03
             9  2.480693e-01  2.652216e-01  7.962329e-03
            10  2.095813e-01  2.596576e-01  8.900310e-03
            11  2.622507e-01  2.598933e-01  8.094312e-03
            12  2.779493e-01  2.613980e-01  7.558345e-03
            13  2.096667e-01  2.574187e-01  7.955792e-03
            14  2.927707e-01  2.599438e-01  7.777940e-03
            15  2.573947e-01  2.597739e-01  7.261267e-03
            16  2.520773e-01  2.592928e-01  6.823353e-03
            17  2.385333e-01  2.580717e-01  6.530337e-03
            18  2.532933e-01  2.578062e-01  6.172934e-03
            19  2.378987e-01  2.567585e-01  5.936298e-03
            20  2.823120e-01  2.580361e-01  5.775345e-03
            21  2.861387e-01  2.593743e-01  5.653243e-03
            22  2.695360e-01  2.598362e-01  5.415114e-03
            23  2.781840e-01  2.606340e-01  5.238103e-03
            24  2.705653e-01  2.610478e-01  5.036168e-03
            25  2.697493e-01  2.613958e-01  4.846734e-03
            26  2.808187e-01  2.621429e-01  4.717540e-03
            27  2.538987e-01  2.618375e-01  4.552687e-03
            28  2.751147e-01  2.623117e-01  4.414716e-03
            29  3.623387e-01  2.657609e-01  5.445691e-03
            30  3.098693e-01  2.672312e-01  5.459041e-03
            31  2.815947e-01  2.676945e-01  5.302570e-03
            32  2.534960e-01  2.672508e-01  5.155395e-03
            33  2.807467e-01  2.676598e-01  5.015366e-03
            34  2.809493e-01  2.680507e-01  4.883062e-03
            35  2.147413e-01  2.665275e-01  4.975425e-03
            36  2.862053e-01  2.670741e-01  4.867151e-03
            37  2.815333e-01  2.674649e-01  4.751269e-03
            38  2.682240e-01  2.674849e-01  4.626278e-03
            39  3.118053e-01  2.686213e-01  4.645137e-03
            40  2.961493e-01  2.693095e-01  4.579705e-03
            41  2.998640e-01  2.700548e-01  4.528232e-03
            42  3.459467e-01  2.718617e-01  4.767328e-03
            43  2.785920e-01  2.720182e-01  4.659029e-03
            44  3.126187e-01  2.729410e-01  4.643618e-03
            45  2.543040e-01  2.725268e-01  4.558858e-03
            46  2.544293e-01  2.721334e-01  4.476696e-03
            47  2.501680e-01  2.716660e-01  4.405775e-03
            48  2.722160e-01  2.716775e-01  4.314003e-03
            49  2.774747e-01  2.717958e-01  4.227584e-03
            50  2.266853e-01  2.708936e-01  4.238209e-03
            51  3.328347e-01  2.721081e-01  4.325630e-03
            52  3.572107e-01  2.737447e-01  4.541503e-03
            53  2.821893e-01  2.739041e-01  4.458608e-03
            54  2.559173e-01  2.735710e-01  4.388466e-03
            55  2.942320e-01  2.739466e-01  4.324724e-03
            56  2.566667e-01  2.736380e-01  4.258491e-03
            57  2.564480e-01  2.733365e-01  4.194445e-03
            58  2.574267e-01  2.730622e-01  4.131087e-03
            59  2.003787e-01  2.718302e-01  4.240777e-03
            60  2.470347e-01  2.714170e-01  4.190185e-03
            61  2.595280e-01  2.712221e-01  4.126024e-03
            62  2.820373e-01  2.713965e-01  4.063161e-03
            63  2.853680e-01  2.716183e-01  4.004714e-03
            64  2.176667e-01  2.707753e-01  4.029889e-03
            65  3.048373e-01  2.712993e-01  4.001817e-03
            66  3.033467e-01  2.717849e-01  3.970533e-03
            67  2.410293e-01  2.713259e-01  3.937717e-03
            68  2.983307e-01  2.717230e-01  3.899783e-03
            69  2.587093e-01  2.715344e-01  3.847823e-03
            70  2.970373e-01  2.718987e-01  3.810063e-03
            71  3.161013e-01  2.725213e-01  3.806925e-03
            72  2.585627e-01  2.723274e-01  3.758984e-03
            73  2.554773e-01  2.720966e-01  3.714571e-03
            74  2.472427e-01  2.717607e-01  3.679527e-03
            75  2.439413e-01  2.713898e-01  3.649115e-03
            76  2.548933e-01  2.711727e-01  3.607550e-03
            77  2.890987e-01  2.714055e-01  3.568203e-03
            78  2.653547e-01  2.713280e-01  3.523300e-03
            79  3.178507e-01  2.719169e-01  3.527573e-03
            80  2.572907e-01  2.717340e-01  3.488212e-03
            81  2.542613e-01  2.715183e-01  3.451812e-03
            82  3.213920e-01  2.721265e-01  3.462886e-03
            83  3.315307e-01  2.728422e-01  3.494344e-03
            84  2.701733e-01  2.728105e-01  3.452889e-03
            85  2.797387e-01  2.728920e-01  3.413229e-03
            86  2.458880e-01  2.725780e-01  3.387952e-03
            87  2.562107e-01  2.723899e-01  3.354230e-03
            88  3.367040e-01  2.731207e-01  3.394800e-03
            89  2.566587e-01  2.729357e-01  3.361692e-03
            90  3.063653e-01  2.733072e-01  3.344797e-03
            91  2.807573e-01  2.733890e-01  3.309043e-03
            92  2.412827e-01  2.730401e-01  3.291426e-03
            93  2.815920e-01  2.731320e-01  3.257319e-03
            94  2.512533e-01  2.728993e-01  3.230971e-03
            95  2.976960e-01  2.731603e-01  3.207487e-03
            96  2.600320e-01  2.730235e-01  3.176990e-03
            97  2.371893e-01  2.726541e-01  3.165643e-03
            98  2.559893e-01  2.724841e-01  3.137905e-03
            99  2.689547e-01  2.724484e-01  3.106411e-03
           100  2.694587e-01  2.724185e-01  3.075491e-03
