#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  3.008394e+01  3.008394e+01  0.000000e+00
             2  3.445360e+01  3.226877e+01  1.544908e+00
             3  3.169809e+01  3.207854e+01  1.041585e+00
             4  3.006563e+01  3.157531e+01  8.945306e-01
             5  2.855972e+01  3.097219e+01  8.961697e-01
             6  3.021281e+01  3.084563e+01  7.556924e-01
             7  2.952339e+01  3.065674e+01  6.709285e-01
             8  3.485985e+01  3.118213e+01  7.656182e-01
             9  2.858497e+01  3.089356e+01  7.329183e-01
            10  2.710668e+01  3.051487e+01  7.511129e-01
            11  3.145878e+01  3.060068e+01  6.877140e-01
            12  3.608398e+01  3.105762e+01  7.673368e-01
            13  3.223719e+01  3.114836e+01  7.136555e-01
            14  2.908167e+01  3.100074e+01  6.777758e-01
            15  3.109791e+01  3.100721e+01  6.326217e-01
            16  3.059607e+01  3.098152e+01  5.936045e-01
            17  3.587436e+01  3.126933e+01  6.245760e-01
            18  3.133908e+01  3.127321e+01  5.898893e-01
            19  2.865977e+01  3.113566e+01  5.746555e-01
            20  3.225791e+01  3.119177e+01  5.486555e-01
            21  3.101844e+01  3.118352e+01  5.225911e-01
            22  3.067342e+01  3.116033e+01  4.993511e-01
            23  3.243926e+01  3.121594e+01  4.807262e-01
            24  2.734994e+01  3.105485e+01  4.869367e-01
            25  2.870281e+01  3.096077e+01  4.764614e-01
            26  3.567904e+01  3.114224e+01  4.914814e-01
            27  2.840956e+01  3.104103e+01  4.835872e-01
            28  3.405616e+01  3.114872e+01  4.781552e-01
            29  3.032248e+01  3.112022e+01  4.625151e-01
            30  3.202913e+01  3.115052e+01  4.480891e-01
            31  3.226158e+01  3.118636e+01  4.350656e-01
            32  3.156748e+01  3.119827e+01  4.216328e-01
            33  3.258535e+01  3.124031e+01  4.109459e-01
            34  3.504644e+01  3.135225e+01  4.138259e-01
            35  3.157114e+01  3.135850e+01  4.020495e-01
            36  3.471129e+01  3.145164e+01  4.015235e-01
            37  2.706254e+01  3.133301e+01  4.078181e-01
            38  2.698435e+01  3.121857e+01  4.128303e-01
            39  3.392785e+01  3.128804e+01  4.080479e-01
            40  3.447535e+01  3.136773e+01  4.055522e-01
            41  2.972491e+01  3.132766e+01  3.976352e-01
            42  3.160257e+01  3.133420e+01  3.882216e-01
            43  3.304758e+01  3.137405e+01  3.812325e-01
            44  3.447290e+01  3.144448e+01  3.790178e-01
            45  2.907412e+01  3.139180e+01  3.742375e-01
            46  3.202400e+01  3.140555e+01  3.663542e-01
            47  3.568224e+01  3.149654e+01  3.696870e-01
            48  3.223943e+01  3.151202e+01  3.623090e-01
            49  3.172777e+01  3.151642e+01  3.549417e-01
            50  3.010829e+01  3.148826e+01  3.489584e-01
            51  2.893064e+01  3.143811e+01  3.457008e-01
            52  2.873513e+01  3.138613e+01  3.429384e-01
            53  2.868523e+01  3.133517e+01  3.402331e-01
            54  2.912836e+01  3.129430e+01  3.363779e-01
            55  3.503928e+01  3.136239e+01  3.370830e-01
            56  3.133869e+01  3.136197e+01  3.310639e-01
            57  2.886668e+01  3.131819e+01  3.281374e-01
            58  3.015157e+01  3.129808e+01  3.230957e-01
            59  2.294376e+01  3.115648e+01  3.472643e-01
            60  3.480313e+01  3.121726e+01  3.467543e-01
            61  3.246463e+01  3.123770e+01  3.416722e-01
            62  3.762872e+01  3.134078e+01  3.513670e-01
            63  3.559541e+01  3.140832e+01  3.522201e-01
            64  3.093909e+01  3.140099e+01  3.467929e-01
            65  3.426645e+01  3.144507e+01  3.442482e-01
            66  3.304681e+01  3.146934e+01  3.398867e-01
            67  3.140632e+01  3.146840e+01  3.348151e-01
            68  3.761603e+01  3.155881e+01  3.418792e-01
            69  3.372842e+01  3.159025e+01  3.383673e-01
            70  3.530269e+01  3.164328e+01  3.376642e-01
            71  3.245460e+01  3.165471e+01  3.331017e-01
            72  2.935936e+01  3.162283e+01  3.299973e-01
            73  2.854710e+01  3.158070e+01  3.281555e-01
            74  2.977288e+01  3.155627e+01  3.246290e-01
            75  2.818413e+01  3.151131e+01  3.233993e-01
            76  3.456233e+01  3.155145e+01  3.216261e-01
            77  3.073525e+01  3.154085e+01  3.176238e-01
            78  3.515733e+01  3.158722e+01  3.169177e-01
            79  3.237367e+01  3.159717e+01  3.130624e-01
            80  3.707237e+01  3.166561e+01  3.165417e-01
            81  2.719873e+01  3.161046e+01  3.174012e-01
            82  3.169341e+01  3.161148e+01  3.135320e-01
            83  3.287226e+01  3.162667e+01  3.101223e-01
            84  3.213476e+01  3.163271e+01  3.064893e-01
            85  3.120546e+01  3.162769e+01  3.029248e-01
            86  3.320642e+01  3.164605e+01  2.999581e-01
            87  2.782093e+01  3.160208e+01  2.997153e-01
            88  3.136332e+01  3.159937e+01  2.963217e-01
            89  3.006598e+01  3.158214e+01  2.934927e-01
            90  3.331111e+01  3.160135e+01  2.908597e-01
            91  3.340839e+01  3.162121e+01  2.883405e-01
            92  3.525363e+01  3.166069e+01  2.878969e-01
            93  3.591345e+01  3.170642e+01  2.884101e-01
            94  2.618695e+01  3.164770e+01  2.912578e-01
            95  2.888973e+01  3.161867e+01  2.896351e-01
            96  2.792630e+01  3.158021e+01  2.891606e-01
            97  2.687377e+01  3.153169e+01  2.902217e-01
            98  3.173178e+01  3.153373e+01  2.872675e-01
            99  2.817556e+01  3.149981e+01  2.863615e-01
           100  2.925390e+01  3.147735e+01  2.843772e-01
