#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  4.591251e-01  4.591251e-01  0.000000e+00
             2  4.268793e-01  4.430022e-01  1.140061e-02
             3  4.469154e-01  4.443066e-01  7.674666e-03
             4  3.971811e-01  4.325252e-01  1.171460e-02
             5  4.121554e-01  4.284513e-01  1.005516e-02
             6  4.250740e-01  4.278884e-01  8.395039e-03
             7  4.134903e-01  4.258315e-01  7.443463e-03
             8  4.501663e-01  4.288734e-01  7.107445e-03
             9  4.193399e-01  4.278141e-01  6.396177e-03
            10  3.921638e-01  4.242491e-01  6.676558e-03
            11  4.634241e-01  4.278104e-01  6.954879e-03
            12  4.612267e-01  4.305951e-01  6.910339e-03
            13  4.023552e-01  4.284228e-01  6.711533e-03
            14  3.966411e-01  4.261527e-01  6.604915e-03
            15  4.473947e-01  4.275688e-01  6.314576e-03
            16  4.189754e-01  4.270317e-01  5.942713e-03
            17  4.117790e-01  4.261345e-01  5.660466e-03
            18  4.330812e-01  4.265204e-01  5.359136e-03
            19  4.012089e-01  4.251883e-01  5.240040e-03
            20  4.394196e-01  4.258998e-01  5.026118e-03
            21  3.935972e-01  4.243616e-01  5.016643e-03
            22  4.423229e-01  4.251780e-01  4.854593e-03
            23  4.202537e-01  4.249639e-01  4.648242e-03
            24  3.863496e-01  4.233550e-01  4.724822e-03
            25  4.397301e-01  4.240100e-01  4.581006e-03
            26  4.346233e-01  4.244182e-01  4.422963e-03
            27  4.368667e-01  4.248793e-01  4.283113e-03
            28  4.178516e-01  4.246283e-01  4.137492e-03
            29  4.156863e-01  4.243199e-01  4.006293e-03
            30  4.639604e-01  4.256413e-01  4.084845e-03
            31  4.483402e-01  4.263735e-01  4.018167e-03
            32  4.379840e-01  4.267363e-01  3.908946e-03
            33  4.388680e-01  4.271040e-01  3.807741e-03
            34  4.222207e-01  4.269603e-01  3.698457e-03
            35  4.220201e-01  4.268192e-01  3.595479e-03
            36  3.979444e-01  4.260171e-01  3.583952e-03
            37  3.786485e-01  4.247369e-01  3.708703e-03
            38  3.741749e-01  4.234063e-01  3.842387e-03
            39  4.335531e-01  4.236665e-01  3.752662e-03
            40  4.318456e-01  4.238709e-01  3.664412e-03
            41  4.582167e-01  4.247086e-01  3.669538e-03
            42  4.189931e-01  4.245726e-01  3.584691e-03
            43  4.446049e-01  4.250384e-01  3.531468e-03
            44  4.650908e-01  4.259487e-01  3.566597e-03
            45  4.233013e-01  4.258899e-01  3.487825e-03
            46  4.406742e-01  4.262113e-01  3.426779e-03
            47  4.512641e-01  4.267443e-01  3.395073e-03
            48  4.328219e-01  4.268709e-01  3.326702e-03
            49  4.400989e-01  4.271409e-01  3.269745e-03
            50  4.086859e-01  4.267718e-01  3.225116e-03
            51  4.182869e-01  4.266054e-01  3.166167e-03
            52  4.264486e-01  4.266024e-01  3.105280e-03
            53  3.975582e-01  4.260544e-01  3.094667e-03
            54  4.162244e-01  4.258724e-01  3.042707e-03
            55  4.555160e-01  4.264113e-01  3.034746e-03
            56  4.179876e-01  4.262609e-01  2.984280e-03
            57  4.252285e-01  4.262428e-01  2.931979e-03
            58  4.453588e-01  4.265724e-01  2.899893e-03
            59  3.760294e-01  4.257157e-01  2.974586e-03
            60  4.462723e-01  4.260583e-01  2.944674e-03
            61  4.444373e-01  4.263596e-01  2.911774e-03
            62  4.616250e-01  4.269284e-01  2.919837e-03
            63  4.766565e-01  4.277178e-01  2.978272e-03
            64  4.395160e-01  4.279021e-01  2.937437e-03
            65  4.565812e-01  4.283433e-01  2.925194e-03
            66  4.321022e-01  4.284003e-01  2.881427e-03
            67  4.080323e-01  4.280963e-01  2.854412e-03
            68  4.550422e-01  4.284925e-01  2.839808e-03
            69  4.176207e-01  4.283350e-01  2.803019e-03
            70  4.512346e-01  4.286621e-01  2.782000e-03
            71  4.225862e-01  4.285765e-01  2.744133e-03
            72  4.163415e-01  4.284066e-01  2.711277e-03
            73  4.174264e-01  4.282562e-01  2.678305e-03
            74  4.604690e-01  4.286915e-01  2.677254e-03
            75  3.871468e-01  4.281376e-01  2.698253e-03
            76  4.071611e-01  4.278616e-01  2.676829e-03
            77  4.151979e-01  4.276971e-01  2.647112e-03
            78  4.648497e-01  4.281734e-01  2.655683e-03
            79  4.331795e-01  4.282368e-01  2.622822e-03
            80  4.794021e-01  4.288764e-01  2.666875e-03
            81  3.710588e-01  4.281626e-01  2.727804e-03
            82  4.322827e-01  4.282128e-01  2.695001e-03
            83  4.193505e-01  4.281060e-01  2.664645e-03
            84  4.207319e-01  4.280182e-01  2.634369e-03
            85  4.426076e-01  4.281899e-01  2.608962e-03
            86  4.195120e-01  4.280890e-01  2.580576e-03
            87  4.392942e-01  4.282178e-01  2.554126e-03
            88  4.524883e-01  4.284936e-01  2.539949e-03
            89  4.346858e-01  4.285631e-01  2.512363e-03
            90  4.393512e-01  4.286830e-01  2.487306e-03
            91  4.279953e-01  4.286755e-01  2.459984e-03
            92  4.511177e-01  4.289194e-01  2.445310e-03
            93  4.472250e-01  4.291162e-01  2.426925e-03
            94  3.886749e-01  4.286860e-01  2.438942e-03
            95  4.205217e-01  4.286001e-01  2.414783e-03
            96  3.977614e-01  4.282788e-01  2.410901e-03
            97  4.190436e-01  4.281836e-01  2.387926e-03
            98  3.906447e-01  4.278006e-01  2.394085e-03
            99  4.090389e-01  4.276111e-01  2.377391e-03
           100  4.476785e-01  4.278117e-01  2.362071e-03
