#   N_BLOCK:  ACCEPTANCE:
             1  4.869533e-01
             2  4.861467e-01
             3  4.872467e-01
             4  4.867390e-01
             5  4.865488e-01
             6  4.865944e-01
             7  4.868987e-01
             8  4.870593e-01
             9  4.869520e-01
            10  4.868751e-01
            11  4.869834e-01
            12  4.871559e-01
            13  4.871570e-01
            14  4.869875e-01
            15  4.871125e-01
            16  4.870649e-01
            17  4.870135e-01
            18  4.870080e-01
            19  4.870709e-01
            20  4.871215e-01
            21  4.870651e-01
            22  4.869713e-01
            23  4.869732e-01
            24  4.869247e-01
            25  4.869026e-01
            26  4.868406e-01
            27  4.868337e-01
            28  4.868171e-01
            29  4.867742e-01
            30  4.868012e-01
            31  4.868751e-01
            32  4.868777e-01
            33  4.868841e-01
            34  4.869215e-01
            35  4.868834e-01
            36  4.869061e-01
            37  4.868812e-01
            38  4.868154e-01
            39  4.868033e-01
            40  4.868138e-01
            41  4.867951e-01
            42  4.867837e-01
            43  4.867674e-01
            44  4.867720e-01
            45  4.867704e-01
            46  4.867805e-01
            47  4.868025e-01
            48  4.867534e-01
            49  4.867223e-01
            50  4.867334e-01
            51  4.867327e-01
            52  4.867313e-01
            53  4.867089e-01
            54  4.866826e-01
            55  4.866632e-01
            56  4.866632e-01
            57  4.866492e-01
            58  4.866606e-01
            59  4.866883e-01
            60  4.866711e-01
            61  4.866812e-01
            62  4.866954e-01
            63  4.867006e-01
            64  4.867406e-01
            65  4.867029e-01
            66  4.867024e-01
            67  4.866574e-01
            68  4.866566e-01
            69  4.866360e-01
            70  4.866152e-01
            71  4.866080e-01
            72  4.865892e-01
            73  4.865712e-01
            74  4.865601e-01
            75  4.865885e-01
            76  4.865876e-01
            77  4.865841e-01
            78  4.865853e-01
            79  4.865825e-01
            80  4.865994e-01
            81  4.865976e-01
            82  4.865713e-01
            83  4.865887e-01
            84  4.865783e-01
            85  4.866045e-01
            86  4.866111e-01
            87  4.865928e-01
            88  4.865934e-01
            89  4.865860e-01
            90  4.866136e-01
            91  4.866037e-01
            92  4.866030e-01
            93  4.865998e-01
            94  4.865920e-01
            95  4.866025e-01
            96  4.866140e-01
            97  4.865983e-01
            98  4.865977e-01
            99  4.866026e-01
           100  4.865976e-01
