#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  1.627440e-01  1.627440e-01  0.000000e+00
             2  1.568240e-01  1.597840e-01  2.093036e-03
             3  1.929413e-01  1.708364e-01  9.131523e-03
             4  1.688187e-01  1.703320e-01  6.862561e-03
             5  1.380080e-01  1.638672e-01  7.973428e-03
             6  1.420027e-01  1.602231e-01  7.430736e-03
             7  1.123733e-01  1.533874e-01  8.978757e-03
             8  1.839013e-01  1.572017e-01  8.628619e-03
             9  1.367387e-01  1.549280e-01  7.963811e-03
            10  1.882667e-01  1.582619e-01  7.834236e-03
            11  1.789013e-01  1.601382e-01  7.343286e-03
            12  1.448320e-01  1.588627e-01  6.841226e-03
            13  1.730720e-01  1.599557e-01  6.401699e-03
            14  1.686560e-01  1.605771e-01  5.974523e-03
            15  1.296000e-01  1.585120e-01  5.922393e-03
            16  1.826720e-01  1.600220e-01  5.741516e-03
            17  1.694080e-01  1.605741e-01  5.430261e-03
            18  1.949493e-01  1.624839e-01  5.454063e-03
            19  1.912427e-01  1.639975e-01  5.372935e-03
            20  1.373600e-01  1.626656e-01  5.266778e-03
            21  1.300987e-01  1.611148e-01  5.239324e-03
            22  1.396533e-01  1.601393e-01  5.091181e-03
            23  1.355733e-01  1.590712e-01  4.980602e-03
            24  1.574453e-01  1.590034e-01  4.773538e-03
            25  1.508000e-01  1.586753e-01  4.593861e-03
            26  1.503200e-01  1.583539e-01  4.428400e-03
            27  1.366667e-01  1.575507e-01  4.336619e-03
            28  1.676853e-01  1.579127e-01  4.196817e-03
            29  1.471600e-01  1.575419e-01  4.068446e-03
            30  1.565813e-01  1.575099e-01  3.932957e-03
            31  1.690267e-01  1.578814e-01  3.823593e-03
            32  2.107467e-01  1.595334e-01  4.045288e-03
            33  1.816560e-01  1.602038e-01  3.977863e-03
            34  1.242693e-01  1.591469e-01  3.998808e-03
            35  1.586400e-01  1.591324e-01  3.884583e-03
            36  1.860533e-01  1.598802e-01  3.847983e-03
            37  1.431360e-01  1.594277e-01  3.770500e-03
            38  1.535840e-01  1.592739e-01  3.674411e-03
            39  1.905253e-01  1.600752e-01  3.666531e-03
            40  1.092880e-01  1.588055e-01  3.788333e-03
            41  1.424907e-01  1.584076e-01  3.716774e-03
            42  1.568000e-01  1.583693e-01  3.628477e-03
            43  1.905547e-01  1.591178e-01  3.620472e-03
            44  1.379920e-01  1.586377e-01  3.569883e-03
            45  1.552853e-01  1.585632e-01  3.491330e-03
            46  1.118187e-01  1.575470e-01  3.560246e-03
            47  1.426427e-01  1.572299e-01  3.498591e-03
            48  1.397440e-01  1.568656e-01  3.444617e-03
            49  1.150987e-01  1.560132e-01  3.478184e-03
            50  1.312960e-01  1.555189e-01  3.443571e-03
            51  2.044933e-01  1.564792e-01  3.507389e-03
            52  1.540267e-01  1.564320e-01  3.440256e-03
            53  1.990293e-01  1.572357e-01  3.467959e-03
            54  1.939520e-01  1.579157e-01  3.469751e-03
            55  1.685813e-01  1.581096e-01  3.412080e-03
            56  1.491173e-01  1.579490e-01  3.354926e-03
            57  1.589520e-01  1.579666e-01  3.296114e-03
            58  1.847493e-01  1.584284e-01  3.271470e-03
            59  1.822187e-01  1.588316e-01  3.240776e-03
            60  1.685840e-01  1.589941e-01  3.190837e-03
            61  1.401893e-01  1.586859e-01  3.153385e-03
            62  1.555600e-01  1.586354e-01  3.102926e-03
            63  1.692347e-01  1.588037e-01  3.058231e-03
            64  1.790960e-01  1.591208e-01  3.026838e-03
            65  2.079307e-01  1.598717e-01  3.072007e-03
            66  1.064507e-01  1.590623e-01  3.130277e-03
            67  1.609840e-01  1.590909e-01  3.083688e-03
            68  2.023760e-01  1.597275e-01  3.103343e-03
            69  1.440960e-01  1.595009e-01  3.066624e-03
            70  1.569627e-01  1.594647e-01  3.023030e-03
            71  1.554293e-01  1.594078e-01  2.980986e-03
            72  1.357787e-01  1.590797e-01  2.957594e-03
            73  1.085280e-01  1.583872e-01  2.997052e-03
            74  1.581653e-01  1.583842e-01  2.956553e-03
            75  1.322747e-01  1.580361e-01  2.937556e-03
            76  1.254480e-01  1.576073e-01  2.930032e-03
            77  1.711387e-01  1.577830e-01  2.897244e-03
            78  1.367627e-01  1.575135e-01  2.872606e-03
            79  1.437680e-01  1.573395e-01  2.841509e-03
            80  1.356933e-01  1.570689e-01  2.818843e-03
            81  1.448000e-01  1.569175e-01  2.788109e-03
            82  1.485307e-01  1.568152e-01  2.755983e-03
            83  1.591920e-01  1.568438e-01  2.722927e-03
            84  1.453200e-01  1.567066e-01  2.693965e-03
            85  1.445067e-01  1.565631e-01  2.666092e-03
            86  1.392880e-01  1.563622e-01  2.642648e-03
            87  1.237600e-01  1.559875e-01  2.638708e-03
            88  1.083547e-01  1.554462e-01  2.663662e-03
            89  1.543413e-01  1.554338e-01  2.633762e-03
            90  1.996240e-01  1.559248e-01  2.649870e-03
            91  1.681600e-01  1.560593e-01  2.624160e-03
            92  1.577253e-01  1.560774e-01  2.595699e-03
            93  1.606960e-01  1.561270e-01  2.568263e-03
            94  1.624747e-01  1.561946e-01  2.541829e-03
            95  1.516267e-01  1.561465e-01  2.515527e-03
            96  1.714800e-01  1.563062e-01  2.494390e-03
            97  1.520453e-01  1.562623e-01  2.469061e-03
            98  1.653093e-01  1.563546e-01  2.445592e-03
            99  1.565947e-01  1.563570e-01  2.420890e-03
           100  1.526027e-01  1.563195e-01  2.396972e-03
