#   N_BLOCK:  ACCEPTANCE:
             1  2.216013e-01
             2  2.208267e-01
             3  2.209911e-01
             4  2.210757e-01
             5  2.212405e-01
             6  2.209053e-01
             7  2.209080e-01
             8  2.204135e-01
             9  2.201427e-01
            10  2.204455e-01
            11  2.203388e-01
            12  2.203043e-01
            13  2.202874e-01
            14  2.200666e-01
            15  2.200003e-01
            16  2.200692e-01
            17  2.201150e-01
            18  2.202069e-01
            19  2.203236e-01
            20  2.202525e-01
            21  2.202676e-01
            22  2.201404e-01
            23  2.202700e-01
            24  2.202198e-01
            25  2.201108e-01
            26  2.199950e-01
            27  2.200261e-01
            28  2.199689e-01
            29  2.199444e-01
            30  2.199416e-01
            31  2.199691e-01
            32  2.199625e-01
            33  2.198447e-01
            34  2.197872e-01
            35  2.198315e-01
            36  2.197973e-01
            37  2.197961e-01
            38  2.199047e-01
            39  2.199619e-01
            40  2.199795e-01
            41  2.199713e-01
            42  2.199737e-01
            43  2.199895e-01
            44  2.199816e-01
            45  2.200318e-01
            46  2.200719e-01
            47  2.200688e-01
            48  2.200619e-01
            49  2.200639e-01
            50  2.199899e-01
            51  2.198868e-01
            52  2.198724e-01
            53  2.199255e-01
            54  2.199158e-01
            55  2.199351e-01
            56  2.199072e-01
            57  2.199917e-01
            58  2.199379e-01
            59  2.199304e-01
            60  2.199149e-01
            61  2.199044e-01
            62  2.199368e-01
            63  2.199611e-01
            64  2.199949e-01
            65  2.200433e-01
            66  2.199718e-01
            67  2.199447e-01
            68  2.199894e-01
            69  2.199918e-01
            70  2.199589e-01
            71  2.199646e-01
            72  2.199351e-01
            73  2.199289e-01
            74  2.199213e-01
            75  2.198635e-01
            76  2.198625e-01
            77  2.198960e-01
            78  2.199159e-01
            79  2.198644e-01
            80  2.198904e-01
            81  2.198893e-01
            82  2.198766e-01
            83  2.198529e-01
            84  2.198805e-01
            85  2.198511e-01
            86  2.198648e-01
            87  2.198908e-01
            88  2.199088e-01
            89  2.199174e-01
            90  2.199212e-01
            91  2.199245e-01
            92  2.199011e-01
            93  2.198861e-01
            94  2.198725e-01
            95  2.198730e-01
            96  2.198691e-01
            97  2.198503e-01
            98  2.198298e-01
            99  2.198332e-01
           100  2.198671e-01
