#   N_BLOCK:  ACCEPTANCE:
             1  5.371160e-01
             2  5.375577e-01
             3  5.382540e-01
             4  5.380717e-01
             5  5.380573e-01
             6  5.379926e-01
             7  5.380796e-01
             8  5.380555e-01
             9  5.378470e-01
            10  5.376799e-01
            11  5.376901e-01
            12  5.376212e-01
            13  5.377636e-01
            14  5.376405e-01
            15  5.376513e-01
            16  5.376006e-01
            17  5.376094e-01
            18  5.376444e-01
            19  5.376940e-01
            20  5.377079e-01
            21  5.377088e-01
            22  5.377320e-01
            23  5.376850e-01
            24  5.376465e-01
            25  5.376327e-01
            26  5.376009e-01
            27  5.376171e-01
            28  5.375795e-01
            29  5.375851e-01
            30  5.376075e-01
            31  5.376415e-01
            32  5.376786e-01
            33  5.376856e-01
            34  5.377324e-01
            35  5.377411e-01
            36  5.378074e-01
            37  5.377550e-01
            38  5.377134e-01
            39  5.377469e-01
            40  5.377476e-01
            41  5.377487e-01
            42  5.377811e-01
            43  5.377658e-01
            44  5.377558e-01
            45  5.377553e-01
            46  5.377725e-01
            47  5.377382e-01
            48  5.377145e-01
            49  5.376918e-01
            50  5.376899e-01
            51  5.377073e-01
            52  5.377246e-01
            53  5.377215e-01
            54  5.377110e-01
            55  5.376880e-01
            56  5.376760e-01
            57  5.376826e-01
            58  5.376813e-01
            59  5.376888e-01
            60  5.376654e-01
            61  5.376758e-01
            62  5.376849e-01
            63  5.376864e-01
            64  5.377134e-01
            65  5.377155e-01
            66  5.377360e-01
            67  5.377394e-01
            68  5.377211e-01
            69  5.377267e-01
            70  5.377149e-01
            71  5.377062e-01
            72  5.377041e-01
            73  5.376997e-01
            74  5.376972e-01
            75  5.377349e-01
            76  5.377309e-01
            77  5.377385e-01
            78  5.377313e-01
            79  5.377433e-01
            80  5.377557e-01
            81  5.377463e-01
            82  5.377449e-01
            83  5.377385e-01
            84  5.377503e-01
            85  5.377726e-01
            86  5.377618e-01
            87  5.377548e-01
            88  5.377462e-01
            89  5.377364e-01
            90  5.377481e-01
            91  5.377645e-01
            92  5.377581e-01
            93  5.377662e-01
            94  5.377626e-01
            95  5.377735e-01
            96  5.377746e-01
            97  5.377519e-01
            98  5.377602e-01
            99  5.377690e-01
           100  5.377782e-01
