#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  2.011038e-01  2.011038e-01  0.000000e+00
             2  2.026846e-01  2.018942e-01  5.588942e-04
             3  1.972342e-01  2.003408e-01  1.321882e-03
             4  1.972291e-01  1.995629e-01  1.198666e-03
             5  1.951421e-01  1.986787e-01  1.242953e-03
             6  1.971842e-01  1.984297e-01  1.060460e-03
             7  1.967877e-01  1.981951e-01  9.345461e-04
             8  1.926731e-01  1.975048e-01  1.041909e-03
             9  1.979252e-01  1.975515e-01  9.271873e-04
            10  2.006796e-01  1.978643e-01  8.856637e-04
            11  1.974028e-01  1.978224e-01  8.061422e-04
            12  1.991989e-01  1.979371e-01  7.470806e-04
            13  1.949803e-01  1.977097e-01  7.234074e-04
            14  1.926971e-01  1.973516e-01  7.551588e-04
            15  1.951978e-01  1.972080e-01  7.183364e-04
            16  1.970164e-01  1.971960e-01  6.735402e-04
            17  1.984321e-01  1.972688e-01  6.378324e-04
            18  1.969483e-01  1.972509e-01  6.026456e-04
            19  1.957000e-01  1.971693e-01  5.764291e-04
            20  1.944488e-01  1.970333e-01  5.634292e-04
            21  1.995075e-01  1.971511e-01  5.487793e-04
            22  1.971241e-01  1.971499e-01  5.238362e-04
            23  1.937130e-01  1.970005e-01  5.219394e-04
            24  1.980300e-01  1.970434e-01  5.019516e-04
            25  1.935605e-01  1.969040e-01  5.008340e-04
            26  1.962491e-01  1.968788e-01  4.822042e-04
            27  1.999595e-01  1.969929e-01  4.776533e-04
            28  2.001749e-01  1.971066e-01  4.739201e-04
            29  1.959881e-01  1.970680e-01  4.591448e-04
            30  1.954563e-01  1.970143e-01  4.469721e-04
            31  1.964577e-01  1.969963e-01  4.329141e-04
            32  1.974636e-01  1.970109e-01  4.196317e-04
            33  1.963868e-01  1.969920e-01  4.073416e-04
            34  1.973361e-01  1.970021e-01  3.954867e-04
            35  1.995609e-01  1.970753e-01  3.908856e-04
            36  1.943078e-01  1.969984e-01  3.875130e-04
            37  1.909260e-01  1.968343e-01  4.103240e-04
            38  1.976105e-01  1.968547e-01  4.000342e-04
            39  1.974718e-01  1.968705e-01  3.900897e-04
            40  1.970550e-01  1.968751e-01  3.803647e-04
            41  1.999242e-01  1.969495e-01  3.782879e-04
            42  1.975607e-01  1.969640e-01  3.695609e-04
            43  1.934722e-01  1.968828e-01  3.697807e-04
            44  1.991320e-01  1.969340e-01  3.648926e-04
            45  1.932985e-01  1.968532e-01  3.656177e-04
            46  1.985766e-01  1.968906e-01  3.595841e-04
            47  1.987106e-01  1.969294e-01  3.540122e-04
            48  1.969233e-01  1.969292e-01  3.466370e-04
            49  1.956886e-01  1.969039e-01  3.404861e-04
            50  1.948318e-01  1.968625e-01  3.361890e-04
            51  1.926663e-01  1.967802e-01  3.395158e-04
            52  1.958072e-01  1.967615e-01  3.335019e-04
            53  1.977158e-01  1.967795e-01  3.276951e-04
            54  1.939634e-01  1.967273e-01  3.257498e-04
            55  1.942150e-01  1.966817e-01  3.230138e-04
            56  1.944761e-01  1.966423e-01  3.196377e-04
            57  1.977922e-01  1.966625e-01  3.146660e-04
            58  1.984522e-01  1.966933e-01  3.107501e-04
            59  1.970255e-01  1.966989e-01  3.055341e-04
            60  1.973427e-01  1.967097e-01  3.006302e-04
            61  1.989531e-01  1.967464e-01  2.979430e-04
            62  2.011756e-01  1.968179e-01  3.015803e-04
            63  1.956113e-01  1.967987e-01  2.974009e-04
            64  1.948881e-01  1.967689e-01  2.942485e-04
            65  1.953178e-01  1.967466e-01  2.905673e-04
            66  1.933045e-01  1.966944e-01  2.908073e-04
            67  1.958530e-01  1.966818e-01  2.867380e-04
            68  1.960797e-01  1.966730e-01  2.826579e-04
            69  1.990764e-01  1.967078e-01  2.806993e-04
            70  1.990171e-01  1.967408e-01  2.786212e-04
            71  1.964597e-01  1.967369e-01  2.747251e-04
            72  1.957411e-01  1.967230e-01  2.712573e-04
            73  1.926965e-01  1.966679e-01  2.730919e-04
            74  1.970512e-01  1.966730e-01  2.694506e-04
            75  1.940524e-01  1.966381e-01  2.681140e-04
            76  1.939481e-01  1.966027e-01  2.669122e-04
            77  1.999621e-01  1.966463e-01  2.669876e-04
            78  1.966002e-01  1.966457e-01  2.635653e-04
            79  1.974855e-01  1.966564e-01  2.604433e-04
            80  1.960323e-01  1.966486e-01  2.573046e-04
            81  1.974738e-01  1.966588e-01  2.543297e-04
            82  1.945734e-01  1.966333e-01  2.524963e-04
            83  1.979050e-01  1.966487e-01  2.499186e-04
            84  1.912210e-01  1.965840e-01  2.551596e-04
            85  1.995510e-01  1.966189e-01  2.545341e-04
            86  2.000205e-01  1.966585e-01  2.546291e-04
            87  1.954740e-01  1.966449e-01  2.520660e-04
            88  1.920571e-01  1.965927e-01  2.545359e-04
            89  2.028925e-01  1.966635e-01  2.613327e-04
            90  1.972533e-01  1.966701e-01  2.585111e-04
            91  2.017442e-01  1.967258e-01  2.616149e-04
            92  1.947669e-01  1.967046e-01  2.596363e-04
            93  1.930300e-01  1.966650e-01  2.598334e-04
            94  1.957236e-01  1.966550e-01  2.572622e-04
            95  1.981372e-01  1.966706e-01  2.550269e-04
            96  1.980319e-01  1.966848e-01  2.527642e-04
            97  1.964822e-01  1.966827e-01  2.501670e-04
            98  1.957273e-01  1.966730e-01  2.478042e-04
            99  1.956802e-01  1.966629e-01  2.455039e-04
           100  1.947495e-01  1.966438e-01  2.437934e-04
