mu sigma
0.831088 0.628667
0.824722 0.626336
0.817522 0.62039
0.826565 0.614868
0.826565 0.614868
0.827922 0.608234
0.827802 0.601885
0.829988 0.604661
0.829988 0.604661
0.829988 0.604661
0.829988 0.604661
0.829988 0.604661
0.829988 0.604661
0.836384 0.596086
0.845861 0.597089
0.845861 0.597089
0.842533 0.586534
0.842533 0.586534
0.843218 0.579535
0.843218 0.579535
0.843218 0.579535
0.848594 0.577633
0.839919 0.58237
0.838623 0.58722
0.838623 0.58722
0.840674 0.581173
0.849402 0.582332
0.848272 0.592679
0.857791 0.588246
0.860895 0.584837
0.857655 0.583696
0.867915 0.587082
0.862818 0.591301
0.862818 0.591301
0.871463 0.589287
0.863775 0.595306
0.863775 0.595306
0.862538 0.601644
0.862538 0.601644
0.862538 0.601644
0.86706 0.598799
0.86706 0.598799
0.857448 0.589219
0.857448 0.589219
0.857448 0.589219
0.857448 0.589219
0.857448 0.589219
0.857448 0.589219
0.852091 0.597069
0.841822 0.602684
0.840624 0.598928
0.831467 0.604434
0.832859 0.60827
0.840651 0.610685
0.833749 0.616401
0.833749 0.616401
0.833749 0.616401
0.826518 0.621541
0.82233 0.616159
0.82233 0.616159
0.82233 0.616159
0.82233 0.616159
0.822017 0.624706
0.822017 0.624706
0.822017 0.624706
0.819333 0.617048
0.813602 0.615822
0.812585 0.611026
0.812585 0.611026
0.812585 0.611026
0.812585 0.611026
0.812585 0.611026
0.807051 0.614811
0.801616 0.617939
0.801616 0.617939
0.801616 0.617939
0.801616 0.617939
0.807018 0.625862
0.803572 0.631179
0.792127 0.623134
0.792127 0.623134
0.787253 0.614514
0.781319 0.620063
0.784664 0.622656
0.790645 0.623618
0.793744 0.621197
0.793744 0.621197
0.793519 0.619347
0.797761 0.618179
0.797761 0.618179
0.788677 0.619766
0.788853 0.614661
0.797598 0.62107
0.797598 0.62107
0.797598 0.62107
0.790288 0.613817
0.790288 0.613817
0.793502 0.622494
0.795637 0.614313
0.795637 0.614313
