Energy Error Acceptance
-0.449121 0.00691158 0.542667
-0.449121 0.00691158 0.542667
-0.449121 0.00691158 0.542667
-0.443345 0.00612658 0.597917
-0.437389 0.00567059 0.597667
-0.437389 0.00567059 0.597667
-0.437389 0.00567059 0.597667
-0.433354 0.00521169 0.58275
-0.42249 0.00822947 0.551417
-0.4279 0.0105426 0.583917
-0.433178 0.0081917 0.634667
-0.433178 0.0081917 0.634667
-0.437817 0.00603736 0.601167
-0.437817 0.00603736 0.601167
-0.432716 0.00648085 0.562417
-0.443606 0.00743981 0.65575
-0.443606 0.00743981 0.65575
-0.443606 0.00743981 0.65575
-0.443606 0.00743981 0.65575
-0.443606 0.00743981 0.65575
-0.443606 0.00743981 0.65575
-0.443606 0.00743981 0.65575
-0.443606 0.00743981 0.65575
-0.443606 0.00743981 0.65575
-0.424019 0.00513167 0.665667
-0.425821 0.00576318 0.585083
-0.430808 0.00565197 0.6575
-0.435039 0.00737707 0.5855
-0.435039 0.00737707 0.5855
-0.431979 0.00669041 0.642
-0.432867 0.00872544 0.679917
-0.380213 0.0120745 0.610917
-0.380213 0.0120745 0.610917
-0.380213 0.0120745 0.610917
-0.397793 0.0100257 0.623667
-0.418796 0.0101275 0.594833
-0.412866 0.00859958 0.597167
-0.395944 0.00854384 0.63775
-0.395944 0.00854384 0.63775
-0.395944 0.00854384 0.63775
-0.407236 0.00687366 0.692333
-0.416499 0.0109568 0.572167
-0.416499 0.0109568 0.572167
-0.413588 0.00984743 0.53325
-0.413588 0.00984743 0.53325
-0.433288 0.00683495 0.66475
-0.433288 0.00683495 0.66475
-0.437701 0.00755261 0.6105
-0.445235 0.0059522 0.625667
-0.445235 0.0059522 0.625667
-0.445235 0.0059522 0.625667
-0.436199 0.00656994 0.604917
-0.447156 0.00584971 0.59875
-0.440253 0.00689839 0.598333
-0.440253 0.00689839 0.598333
-0.440253 0.00689839 0.598333
-0.432552 0.00778528 0.633917
-0.432552 0.00778528 0.633917
-0.456418 0.00626502 0.666333
-0.456418 0.00626502 0.666333
-0.456418 0.00626502 0.666333
-0.456418 0.00626502 0.666333
-0.456418 0.00626502 0.666333
-0.456418 0.00626502 0.666333
-0.445715 0.00578415 0.749667
-0.458097 0.00577335 0.535667
-0.458097 0.00577335 0.535667
-0.458097 0.00577335 0.535667
-0.445146 0.00862069 0.6685
-0.441752 0.00752121 0.670083
-0.434428 0.00870835 0.56525
-0.447038 0.00716399 0.655333
-0.447038 0.00716399 0.655333
-0.447038 0.00716399 0.655333
-0.421801 0.00835017 0.6095
-0.421801 0.00835017 0.6095
-0.432699 0.00815683 0.596167
-0.452703 0.0054171 0.575417
-0.422008 0.00797573 0.62625
-0.444718 0.00683815 0.679667
-0.444718 0.00683815 0.679667
-0.447314 0.00578034 0.637917
-0.449965 0.00695509 0.66725
-0.436781 0.00935622 0.5615
-0.441895 0.00749137 0.574583
-0.423862 0.0136463 0.56575
-0.434928 0.00971229 0.568333
-0.445632 0.00595343 0.572833
-0.4359 0.00730003 0.662167
-0.4359 0.00730003 0.662167
-0.443546 0.00657317 0.574667
-0.443546 0.00657317 0.574667
-0.443546 0.00657317 0.574667
-0.445644 0.00999179 0.665333
-0.454028 0.00538453 0.711833
-0.454028 0.00538453 0.711833
-0.429892 0.00844205 0.550417
-0.451533 0.00591197 0.5605
-0.456705 0.00534173 0.671583
-0.456705 0.00534173 0.671583
