mu sigma
0.84442 0.567361
0.84442 0.567361
0.84442 0.567361
0.84442 0.567361
0.876503 0.664268
0.878532 0.76566
0.878532 0.76566
0.83343 0.671054
0.828614 0.767162
0.852942 0.879577
0.852942 0.879577
0.776988 0.867371
0.776988 0.867371
0.876145 0.841905
0.876145 0.841905
0.875132 0.783976
0.777697 0.715081
0.86252 0.702915
0.758139 0.766232
0.648152 0.761139
0.648152 0.761139
0.665388 0.771417
0.665388 0.771417
0.665388 0.771417
0.717157 0.857334
0.717157 0.857334
0.717157 0.857334
0.717157 0.857334
0.755971 0.735856
0.755971 0.735856
0.648292 0.616589
0.625564 0.540346
0.635372 0.662927
0.539798 0.760658
0.596232 0.675581
0.596232 0.675581
0.600413 0.591902
0.6943 0.617664
0.746296 0.700733
0.758317 0.609395
0.770978 0.593213
0.770978 0.593213
0.685161 0.619381
0.726361 0.695891
0.74056 0.702694
0.82294 0.617243
0.82294 0.617243
0.82294 0.617243
0.82294 0.617243
0.82294 0.617243
0.82294 0.617243
0.828668 0.612842
0.828668 0.612842
0.774093 0.621909
0.663162 0.733733
0.797648 0.739218
0.900499 0.619132
0.886137 0.570078
0.886137 0.570078
0.886137 0.570078
0.886137 0.570078
0.748232 0.587058
0.748232 0.587058
0.748232 0.587058
0.748232 0.587058
0.748232 0.587058
0.748232 0.587058
0.666868 0.661371
0.695734 0.678771
0.796136 0.596607
0.762523 0.614348
0.818422 0.614085
0.818422 0.614085
0.759563 0.555541
0.759563 0.555541
0.777125 0.655139
0.792742 0.613676
0.792742 0.613676
0.893022 0.577955
0.893022 0.577955
0.895352 0.648668
0.895352 0.648668
0.992784 0.613132
0.992784 0.613132
0.992784 0.613132
0.992784 0.613132
0.992784 0.613132
0.992784 0.613132
0.93048 0.621942
0.902688 0.664985
0.835598 0.56684
0.777785 0.631158
0.720514 0.52197
0.678528 0.608194
0.678528 0.608194
0.6011 0.496328
0.488549 0.529418
0.398943 0.571936
0.460224 0.458906
0.493362 0.520683
