mu sigma
0.707139 0.568651
0.707139 0.568651
0.697141 0.58159
0.683214 0.542165
0.713165 0.561086
0.700011 0.580542
0.700011 0.580542
0.667652 0.617627
0.666144 0.618128
0.700992 0.579249
0.671522 0.597122
0.678638 0.605243
0.670514 0.608847
0.673813 0.599084
0.673813 0.599084
0.682916 0.639315
0.682916 0.639315
0.682916 0.639315
0.652563 0.633092
0.652563 0.633092
0.652563 0.633092
0.652563 0.633092
0.68379 0.667679
0.70749 0.637433
0.714927 0.623551
0.752069 0.665515
0.72543 0.636205
0.72543 0.636205
0.771812 0.601274
0.728822 0.568129
0.733961 0.551254
0.765286 0.587758
0.739558 0.609446
0.771562 0.635291
0.771562 0.635291
0.790335 0.622634
0.821012 0.629602
0.774291 0.591146
0.787965 0.60401
0.777249 0.605802
0.734289 0.609759
0.734289 0.609759
0.716864 0.610392
0.758311 0.564792
0.758311 0.564792
0.758311 0.564792
0.758311 0.564792
0.773825 0.607798
0.775292 0.624706
0.781853 0.610655
0.777388 0.618869
0.777388 0.618869
0.777388 0.618869
0.759707 0.603515
0.789872 0.649243
0.789872 0.649243
0.789872 0.649243
0.750088 0.666828
0.735845 0.641702
0.753007 0.636118
0.793637 0.613091
0.785761 0.611031
0.785761 0.611031
0.779843 0.642682
0.776998 0.635392
0.812187 0.62029
0.812187 0.62029
0.802833 0.632299
0.802833 0.632299
0.802833 0.632299
0.825646 0.639575
0.847243 0.610489
0.815508 0.662705
0.787352 0.615479
0.787352 0.615479
0.795652 0.570172
0.794038 0.614601
0.751334 0.603623
0.793543 0.607364
0.823976 0.595914
0.823976 0.595914
0.823976 0.595914
0.823976 0.595914
0.823976 0.595914
0.835799 0.604018
0.831441 0.612874
0.889101 0.593139
0.889101 0.593139
0.849311 0.629322
0.815875 0.587003
0.830707 0.648966
0.820239 0.674921
0.820239 0.674921
0.844431 0.664447
0.812917 0.609545
0.812917 0.609545
0.800178 0.607193
0.800178 0.607193
0.800178 0.607193
0.758328 0.595198
