mu sigma
0.535618 0.677267
0.648492 0.574549
0.701199 0.534628
0.664343 0.650477
0.664343 0.650477
0.602021 0.611948
0.650868 0.654456
0.650868 0.654456
0.677196 0.561287
0.584805 0.607566
0.584805 0.607566
0.510147 0.70756
0.59026 0.734942
0.59026 0.734942
0.59026 0.734942
0.59026 0.734942
0.628912 0.732195
0.669118 0.733676
0.669118 0.733676
0.714459 0.62127
0.714459 0.62127
0.714459 0.62127
0.713779 0.619393
0.713779 0.619393
0.713779 0.619393
0.830705 0.55487
0.830705 0.55487
0.771249 0.512926
0.692937 0.603334
0.617758 0.48641
0.617758 0.48641
0.617758 0.48641
0.606574 0.601532
0.606574 0.601532
0.606574 0.601532
0.606574 0.601532
0.698555 0.515065
0.688218 0.595463
0.688218 0.595463
0.688218 0.595463
0.688218 0.595463
0.705399 0.549443
0.756366 0.539783
0.710719 0.560802
0.710719 0.560802
0.756063 0.543608
0.756063 0.543608
0.756063 0.543608
0.693893 0.57383
0.676316 0.648754
0.684996 0.608921
0.726161 0.620683
0.784504 0.621341
0.774648 0.656379
0.826037 0.627641
0.775385 0.572291
0.775385 0.572291
0.775385 0.572291
0.770224 0.615473
0.812285 0.699804
0.912323 0.599035
0.831122 0.509531
0.831122 0.509531
0.831122 0.509531
0.918642 0.583378
0.918642 0.583378
0.918642 0.583378
0.817819 0.634799
0.817819 0.634799
0.716378 0.625243
0.718973 0.635413
0.761944 0.639214
0.729024 0.695811
0.729024 0.695811
0.729024 0.695811
0.707894 0.593781
0.777795 0.684658
0.8008 0.745559
0.729153 0.690417
0.729153 0.690417
0.775104 0.684849
0.745219 0.751187
0.654925 0.815511
0.654925 0.815511
0.654925 0.815511
0.654925 0.815511
0.654925 0.815511
0.654925 0.815511
0.633109 0.733707
0.699639 0.669201
0.699639 0.669201
0.699639 0.669201
0.78672 0.676523
0.7508 0.630076
0.793591 0.666861
0.794824 0.692004
0.73808 0.774606
0.643254 0.690167
0.726472 0.796321
0.726472 0.796321
