mu sigma
0.636403 0.755965
0.636403 0.755965
0.636403 0.755965
0.636403 0.755965
0.636403 0.755965
0.636403 0.755965
0.624789 0.747087
0.624789 0.747087
0.670323 0.727815
0.698981 0.679556
0.698981 0.679556
0.690707 0.717271
0.73371 0.72473
0.681729 0.760198
0.718681 0.710905
0.718681 0.710905
0.718681 0.710905
0.689051 0.670923
0.688379 0.680048
0.70758 0.678968
0.70758 0.678968
0.712827 0.642017
0.747709 0.63046
0.773868 0.638248
0.811893 0.607898
0.839112 0.645869
0.836953 0.681476
0.796789 0.690895
0.782369 0.6829
0.811493 0.671215
0.811493 0.671215
0.811493 0.671215
0.811493 0.671215
0.811493 0.671215
0.815475 0.69902
0.806902 0.739438
0.806902 0.739438
0.806902 0.739438
0.811678 0.755249
0.79443 0.771182
0.776896 0.742749
0.812156 0.745247
0.770232 0.748776
0.753443 0.716121
0.727671 0.717631
0.727671 0.717631
0.727671 0.717631
0.727671 0.717631
0.710175 0.677424
0.714777 0.665378
0.745861 0.700987
0.770813 0.681816
0.729977 0.668127
0.714067 0.633982
0.756649 0.604501
0.788703 0.561049
0.838462 0.53264
0.872323 0.552577
0.872323 0.552577
0.872323 0.552577
0.86531 0.602544
0.893806 0.607922
0.893806 0.607922
0.876232 0.586748
0.878178 0.557431
0.92042 0.546447
0.87975 0.555221
0.840534 0.527443
0.875754 0.559845
0.834695 0.551026
0.836985 0.537108
0.814053 0.541497
0.816833 0.529978
0.849953 0.517628
0.849953 0.517628
0.846304 0.527588
0.803857 0.560471
0.803857 0.560471
0.808376 0.593497
0.808376 0.593497
0.763658 0.585039
0.755678 0.624033
0.737277 0.624299
0.689835 0.661399
0.722382 0.648242
0.694172 0.609705
0.7286 0.602341
0.735292 0.645708
0.766819 0.623132
0.81811 0.594969
0.804226 0.640954
0.804226 0.640954
0.804226 0.640954
0.838636 0.644289
0.838636 0.644289
0.869283 0.614448
0.818163 0.635898
0.818163 0.635898
0.819491 0.610652
0.805242 0.588321
