mu sigma
0.796154 0.636332
0.796154 0.636332
0.780341 0.673652
0.780341 0.673652
0.780341 0.673652
0.780341 0.673652
0.780341 0.673652
0.834286 0.609337
0.834286 0.609337
0.834286 0.609337
0.834286 0.609337
0.834286 0.609337
0.834286 0.609337
0.834286 0.609337
0.764545 0.600313
0.764545 0.600313
0.764545 0.600313
0.764545 0.600313
0.708 0.596274
0.708 0.596274
0.708 0.596274
0.73306 0.576446
0.73306 0.576446
0.766282 0.596746
0.766282 0.596746
0.766282 0.596746
0.818191 0.611965
0.766401 0.587628
0.718323 0.639299
0.718323 0.639299
0.721073 0.585027
0.747169 0.57855
0.766483 0.632596
0.776361 0.682651
0.784858 0.627437
0.795473 0.592442
0.795473 0.592442
0.795473 0.592442
0.795473 0.592442
0.741548 0.628096
0.741548 0.628096
0.741548 0.628096
0.741548 0.628096
0.697872 0.626511
0.697887 0.673416
0.742166 0.710679
0.779957 0.724355
0.779957 0.724355
0.779957 0.724355
0.775333 0.696849
0.718179 0.703881
0.750793 0.732902
0.762424 0.696662
0.73428 0.69416
0.734521 0.726509
0.721462 0.705427
0.721462 0.705427
0.721462 0.705427
0.693833 0.725254
0.674181 0.68433
0.674181 0.68433
0.730707 0.658012
0.735209 0.65279
0.766977 0.666409
0.766977 0.666409
0.825434 0.616308
0.76312 0.577825
0.721987 0.608664
0.665345 0.633963
0.713748 0.593803
0.668021 0.641978
0.670952 0.65501
0.614202 0.712691
0.614202 0.712691
0.643287 0.720108
0.69661 0.72923
0.708755 0.685143
0.708755 0.685143
0.708755 0.685143
0.700932 0.701741
0.702459 0.642444
0.702459 0.642444
0.702459 0.642444
0.702459 0.642444
0.702459 0.642444
0.729503 0.638031
0.729503 0.638031
0.729503 0.638031
0.729503 0.638031
0.702551 0.640935
0.763704 0.596361
0.763704 0.596361
0.763704 0.596361
0.763704 0.596361
0.792639 0.630759
0.801707 0.580966
0.840819 0.545285
0.840819 0.545285
0.840819 0.545285
0.840819 0.545285
