Energy Error Acceptance
-0.414762 0.023832 0.605333
-0.372149 0.0221409 0.608333
-0.372149 0.0221409 0.608333
-0.444818 0.0101852 0.602333
-0.444818 0.0101852 0.602333
-0.444818 0.0101852 0.602333
-0.444818 0.0101852 0.602333
-0.471948 0.00936206 0.672667
-0.43292 0.0146294 0.650333
-0.43292 0.0146294 0.650333
-0.43292 0.0146294 0.650333
-0.43292 0.0146294 0.650333
-0.471476 0.0113998 0.711
-0.40442 0.0241886 0.589333
-0.40442 0.0241886 0.589333
-0.41315 0.0345351 0.526667
-0.41315 0.0345351 0.526667
-0.436972 0.0137577 0.597667
-0.436972 0.0137577 0.597667
-0.400274 0.0128034 0.621
-0.402587 0.022257 0.559667
-0.378387 0.0336078 0.591
-0.378387 0.0336078 0.591
-0.284728 0.033779 0.634
-0.284728 0.033779 0.634
-0.404817 0.019903 0.683667
-0.404817 0.019903 0.683667
-0.404817 0.019903 0.683667
-0.404817 0.019903 0.683667
-0.404817 0.019903 0.683667
-0.404817 0.019903 0.683667
-0.383459 0.0245351 0.601667
-0.414335 0.0179835 0.625
-0.444376 0.0103414 0.603
-0.402188 0.02191 0.653333
-0.402188 0.02191 0.653333
-0.412004 0.0144628 0.499333
-0.43282 0.0137102 0.649
-0.43282 0.0137102 0.649
-0.427824 0.0154556 0.531333
-0.427824 0.0154556 0.531333
-0.43397 0.0157563 0.526333
-0.414512 0.0153377 0.620333
-0.42851 0.0105506 0.541333
-0.42851 0.0105506 0.541333
-0.42851 0.0105506 0.541333
-0.427409 0.0206602 0.626
-0.427409 0.0206602 0.626
-0.408445 0.0386185 0.573
-0.408445 0.0386185 0.573
-0.408445 0.0386185 0.573
-0.451522 0.0146864 0.577
-0.451522 0.0146864 0.577
-0.451522 0.0146864 0.577
-0.318063 0.0527543 0.632333
-0.318063 0.0527543 0.632333
-0.412787 0.017076 0.599
-0.412787 0.017076 0.599
-0.412787 0.017076 0.599
-0.447555 0.0111737 0.653
-0.379409 0.0217911 0.579667
-0.379409 0.0217911 0.579667
-0.400875 0.0248092 0.532
-0.406694 0.0142573 0.681667
-0.406694 0.0142573 0.681667
-0.380756 0.0196444 0.648333
-0.373105 0.0123182 0.680333
-0.430826 0.0105838 0.624667
-0.410822 0.018064 0.568667
-0.395254 0.0201075 0.585667
-0.443774 0.0234064 0.651
-0.429674 0.0175315 0.622333
-0.429445 0.0107015 0.566333
-0.348296 0.0386658 0.593
-0.348296 0.0386658 0.593
-0.348296 0.0386658 0.593
-0.385165 0.0190972 0.605
-0.42189 0.0169782 0.628333
-0.42189 0.0169782 0.628333
-0.289244 0.026908 0.691
-0.289244 0.026908 0.691
-0.289244 0.026908 0.691
-0.289244 0.026908 0.691
-0.289244 0.026908 0.691
-0.289244 0.026908 0.691
-0.430747 0.0125525 0.66
-0.430747 0.0125525 0.66
-0.378142 0.0200686 0.636333
-0.378142 0.0200686 0.636333
-0.44636 0.0168959 0.679667
-0.420833 0.0152425 0.673
-0.426511 0.0167925 0.691
-0.426511 0.0167925 0.691
-0.408608 0.0128933 0.616
-0.408608 0.0128933 0.616
-0.408608 0.0128933 0.616
-0.408608 0.0128933 0.616
-0.408608 0.0128933 0.616
-0.359422 0.0296113 0.555
-0.368125 0.0260212 0.592
