mu sigma
0.701628 0.729889
0.701628 0.729889
0.714194 0.649132
0.800422 0.65301
0.768929 0.631145
0.768929 0.631145
0.768929 0.631145
0.79629 0.621898
0.797344 0.635501
0.895542 0.593714
0.895542 0.593714
0.895542 0.593714
0.850908 0.499009
0.850908 0.499009
0.739732 0.474251
0.768246 0.546001
0.768246 0.546001
0.768246 0.546001
0.705509 0.650073
0.81035 0.562143
0.81035 0.562143
0.81035 0.562143
0.81035 0.562143
0.892689 0.59837
0.861239 0.674794
0.861239 0.674794
0.771134 0.558287
0.74942 0.547331
0.74942 0.547331
0.854641 0.596169
0.854641 0.596169
0.778349 0.625982
0.778349 0.625982
0.778349 0.625982
0.808323 0.607932
0.808323 0.607932
0.835846 0.59351
0.924163 0.657493
0.924163 0.657493
0.924163 0.657493
0.830054 0.631912
0.830054 0.631912
0.78598 0.547447
0.880125 0.592493
0.880125 0.592493
0.791226 0.646636
0.758982 0.668797
0.739533 0.778398
0.647648 0.76107
0.627147 0.645956
0.687821 0.580034
0.718544 0.634983
0.718544 0.634983
0.677177 0.54682
0.677177 0.54682
0.75749 0.49884
0.75749 0.49884
0.778123 0.577509
0.778123 0.577509
0.706964 0.632162
0.706964 0.632162
0.806112 0.559367
0.806112 0.559367
0.84983 0.64072
0.84983 0.64072
0.875714 0.607718
0.800265 0.605437
0.725907 0.689222
0.725907 0.689222
0.672335 0.63263
0.598855 0.512984
0.598855 0.512984
0.598855 0.512984
0.598855 0.512984
0.692599 0.513632
0.692599 0.513632
0.692599 0.513632
0.637018 0.565292
0.637018 0.565292
0.637018 0.565292
0.660593 0.512917
0.660593 0.512917
0.645923 0.598919
0.645923 0.598919
0.665113 0.623379
0.666566 0.671017
0.635739 0.723153
0.709644 0.681724
0.64729 0.709261
0.64729 0.709261
0.691005 0.619406
0.691005 0.619406
0.691005 0.619406
0.657081 0.611727
0.756996 0.55624
0.756996 0.55624
0.756996 0.55624
0.706653 0.595349
0.768789 0.701341
0.692678 0.598188
