mu sigma
0.844734 0.586262
0.815103 0.590922
0.791136 0.615499
0.799808 0.631007
0.799808 0.631007
0.799808 0.631007
0.799808 0.631007
0.799808 0.631007
0.799808 0.631007
0.780727 0.601979
0.780727 0.601979
0.814435 0.632691
0.783082 0.60106
0.783082 0.60106
0.746449 0.64045
0.766337 0.627658
0.766337 0.627658
0.764835 0.616081
0.735622 0.66411
0.774532 0.657495
0.81858 0.6404
0.798037 0.597333
0.838431 0.622949
0.838431 0.622949
0.838431 0.622949
0.838431 0.622949
0.838431 0.622949
0.838431 0.622949
0.810851 0.651741
0.810851 0.651741
0.767781 0.641387
0.809232 0.640276
0.809232 0.640276
0.772649 0.623535
0.775881 0.618302
0.754723 0.606644
0.72137 0.651922
0.72137 0.651922
0.73373 0.600579
0.711694 0.594943
0.711694 0.594943
0.765001 0.5499
0.801777 0.531424
0.801777 0.531424
0.801777 0.531424
0.801777 0.531424
0.801777 0.531424
0.801777 0.531424
0.801777 0.531424
0.846848 0.568029
0.865307 0.602838
0.903169 0.586955
0.866919 0.615406
0.879132 0.622147
0.879132 0.622147
0.823724 0.670515
0.823724 0.670515
0.821349 0.629362
0.821349 0.629362
0.800765 0.6672
0.830469 0.632005
0.830469 0.632005
0.830469 0.632005
0.830469 0.632005
0.830469 0.632005
0.830469 0.632005
0.830469 0.632005
0.830469 0.632005
0.830469 0.632005
0.825391 0.593309
0.848564 0.585217
0.848564 0.585217
0.848564 0.585217
0.848564 0.585217
0.863669 0.615792
0.863669 0.615792
0.863669 0.615792
0.863669 0.615792
0.863669 0.615792
0.863669 0.615792
0.816292 0.577855
0.776847 0.614571
0.776847 0.614571
0.75997 0.586219
0.802669 0.626496
0.777111 0.613693
0.787842 0.641033
0.787842 0.641033
0.768188 0.670824
0.794726 0.668706
0.794726 0.668706
0.794726 0.668706
0.794726 0.668706
0.794726 0.668706
0.822108 0.646351
0.822108 0.646351
0.822108 0.646351
0.822108 0.646351
0.822108 0.646351
0.822108 0.646351
