Energy Error Acceptance
-0.44518 0.0117248 0.636917
-0.44518 0.0117248 0.636917
-0.446459 0.00654738 0.537333
-0.446459 0.00654738 0.537333
-0.446459 0.00654738 0.537333
-0.446459 0.00654738 0.537333
-0.446459 0.00654738 0.537333
-0.443891 0.00790531 0.568
-0.443891 0.00790531 0.568
-0.443891 0.00790531 0.568
-0.443891 0.00790531 0.568
-0.443891 0.00790531 0.568
-0.443891 0.00790531 0.568
-0.443891 0.00790531 0.568
-0.435781 0.00743645 0.56575
-0.435781 0.00743645 0.56575
-0.435781 0.00743645 0.56575
-0.435781 0.00743645 0.56575
-0.406665 0.00663708 0.669333
-0.406665 0.00663708 0.669333
-0.406665 0.00663708 0.669333
-0.427437 0.0076011 0.527667
-0.427437 0.0076011 0.527667
-0.446409 0.00677272 0.640667
-0.446409 0.00677272 0.640667
-0.446409 0.00677272 0.640667
-0.446828 0.00731536 0.57425
-0.435191 0.00654174 0.5655
-0.415744 0.00623723 0.651083
-0.415744 0.00623723 0.651083
-0.412184 0.00779448 0.55975
-0.425551 0.00775523 0.531333
-0.435716 0.00628668 0.63125
-0.40875 0.0125898 0.525833
-0.432999 0.00677411 0.554917
-0.457566 0.00658152 0.609667
-0.457566 0.00658152 0.609667
-0.457566 0.00658152 0.609667
-0.457566 0.00658152 0.609667
-0.441272 0.00556207 0.6165
-0.441272 0.00556207 0.6165
-0.441272 0.00556207 0.6165
-0.441272 0.00556207 0.6165
-0.402765 0.00678213 0.514833
-0.409943 0.00784324 0.68475
-0.3856 0.0133511 0.632417
-0.394778 0.0154756 0.553833
-0.394778 0.0154756 0.553833
-0.394778 0.0154756 0.553833
-0.391168 0.0131881 0.56375
-0.393676 0.0109549 0.496083
-0.390132 0.0124982 0.501417
-0.415637 0.0110791 0.591917
-0.400923 0.0143033 0.74925
-0.391313 0.0113296 0.64775
-0.400042 0.0118699 0.578333
-0.400042 0.0118699 0.578333
-0.400042 0.0118699 0.578333
-0.376886 0.0121993 0.624833
-0.38019 0.0114589 0.520083
-0.38019 0.0114589 0.520083
-0.413746 0.00835253 0.56875
-0.42203 0.00660444 0.65675
-0.441304 0.00767508 0.608667
-0.441304 0.00767508 0.608667
-0.435346 0.00866651 0.622
-0.422821 0.00791689 0.574083
-0.402764 0.00774835 0.546417
-0.39054 0.00699183 0.511
-0.412773 0.00805838 0.66775
-0.401998 0.0077778 0.624333
-0.381178 0.00978222 0.570917
-0.331816 0.012399 0.59225
-0.331816 0.012399 0.59225
-0.338745 0.0113663 0.525
-0.376314 0.0106551 0.590667
-0.405678 0.00831952 0.617583
-0.405678 0.00831952 0.617583
-0.405678 0.00831952 0.617583
-0.381704 0.0152279 0.60525
-0.414201 0.00592771 0.558667
-0.414201 0.00592771 0.558667
-0.414201 0.00592771 0.558667
-0.414201 0.00592771 0.558667
-0.414201 0.00592771 0.558667
-0.433603 0.0054641 0.537
-0.433603 0.0054641 0.537
-0.433603 0.0054641 0.537
-0.433603 0.0054641 0.537
-0.42234 0.00678518 0.479333
-0.434799 0.00762049 0.673833
-0.434799 0.00762049 0.673833
-0.434799 0.00762049 0.673833
-0.434799 0.00762049 0.673833
-0.436801 0.0118114 0.569333
-0.43056 0.00752552 0.678583
-0.403253 0.0090186 0.629083
-0.403253 0.0090186 0.629083
-0.403253 0.0090186 0.629083
-0.403253 0.0090186 0.629083
