mu sigma
0.821037 0.596245
0.811358 0.587776
0.813138 0.584993
0.810171 0.590638
0.806986 0.595493
0.80597 0.596396
0.80861 0.589393
0.80861 0.589393
0.80861 0.589393
0.80861 0.589393
0.812625 0.589696
0.812625 0.589696
0.801156 0.591324
0.809331 0.596779
0.818137 0.599227
0.80917 0.597892
0.807016 0.589282
0.805902 0.592716
0.794596 0.587164
0.794596 0.587164
0.788153 0.577537
0.788153 0.577537
0.794673 0.579915
0.794673 0.579915
0.794673 0.579915
0.795615 0.582805
0.793669 0.594921
0.793669 0.594921
0.793669 0.594921
0.801886 0.595012
0.813042 0.60568
0.825504 0.605335
0.827186 0.615841
0.829817 0.62041
0.818838 0.62731
0.811656 0.618546
0.811656 0.618546
0.811656 0.618546
0.804419 0.606592
0.801325 0.611315
0.805092 0.622974
0.808211 0.613861
0.798722 0.60986
0.793113 0.615263
0.801655 0.611254
0.813205 0.61832
0.820753 0.60529
0.826186 0.605734
0.824882 0.594447
0.81449 0.605819
0.822362 0.604224
0.817834 0.600402
0.817128 0.603359
0.825719 0.613654
0.825719 0.613654
0.825719 0.613654
0.812699 0.608635
0.812699 0.608635
0.823346 0.622418
0.83365 0.632039
0.822973 0.640842
0.828127 0.63346
0.833916 0.619689
0.827824 0.631209
0.827032 0.620764
0.836097 0.618633
0.836097 0.618633
0.836097 0.618633
0.836754 0.626735
0.836754 0.626735
0.840204 0.619365
0.838621 0.616443
0.836575 0.609175
0.836611 0.596666
0.828465 0.587917
0.842779 0.593898
0.842779 0.593898
0.837865 0.599736
0.836796 0.589824
0.836796 0.589824
0.850991 0.59692
0.859952 0.586397
0.861939 0.582401
0.862918 0.583468
0.862918 0.583468
0.855179 0.595167
0.842382 0.591977
0.83355 0.582719
0.81863 0.566319
0.81863 0.566319
0.827607 0.563271
0.827607 0.563271
0.836642 0.566496
0.850002 0.566289
0.835652 0.573193
0.82812 0.58728
0.824287 0.581346
0.824287 0.581346
0.824287 0.581346
0.815331 0.594868
