mu sigma
0.543334 0.696149
0.543334 0.696149
0.596855 0.886314
0.505851 0.816973
0.508679 0.831849
0.516555 0.6862
0.623575 0.666384
0.749327 0.752719
0.707299 0.76623
0.707299 0.76623
0.620108 0.815656
0.572877 0.849156
0.721021 0.786888
0.683106 0.727786
0.703476 0.822022
0.692774 0.944667
0.692774 0.944667
0.692774 0.944667
0.669777 0.824336
0.517925 0.878761
0.517925 0.878761
0.424655 0.933717
0.399027 0.784621
0.399027 0.784621
0.450206 0.850058
0.495105 0.965283
0.495105 0.965283
0.554328 0.905446
0.554328 0.905446
0.713676 0.827624
0.549833 0.929601
0.549833 0.929601
0.412962 0.936896
0.274123 0.905277
0.415982 0.987992
0.415982 0.987992
0.590231 1.11545
0.590231 1.11545
0.502057 1.05677
0.555568 0.942749
0.555568 0.942749
0.423267 0.885897
0.423267 0.885897
0.423267 0.885897
0.348837 0.983773
0.348837 0.983773
0.344113 0.820764
0.334648 0.813683
0.449279 0.945594
0.449279 0.945594
0.449279 0.945594
0.449279 0.945594
0.323206 1.11242
0.292062 0.996741
0.126827 0.864383
0.217049 1.0452
0.0269287 1.12141
0.120543 1.08756
0.183402 0.939817
0.159991 1.08687
0.159991 1.08687
0.352533 1.09797
0.492339 0.97353
0.492339 0.97353
0.437606 1.09234
0.437606 1.09234
0.296872 1.18851
0.302702 1.04664
0.412198 1.21738
0.412198 1.21738
0.412198 1.21738
0.384293 1.17738
0.25746 1.30795
0.25746 1.30795
0.25746 1.30795
0.25746 1.30795
0.25746 1.30795
0.334515 1.21339
0.334515 1.21339
0.337116 1.08816
0.203127 1.0577
0.203127 1.0577
0.267339 0.916583
0.326232 0.805377
0.387544 0.664774
0.387544 0.664774
0.448758 0.776015
0.501953 0.77162
0.552927 0.566867
0.552927 0.566867
0.552927 0.566867
0.710858 0.635223
0.830297 0.642646
0.765128 0.575046
0.765128 0.575046
0.765128 0.575046
0.765128 0.575046
0.917116 0.550401
0.883172 0.738593
0.883172 0.738593
