mu sigma
0.829455 0.6239
0.829455 0.6239
0.829455 0.6239
0.829455 0.6239
0.842168 0.635294
0.854364 0.639228
0.855968 0.651982
0.860513 0.645346
0.862112 0.633583
0.862112 0.633583
0.863552 0.638282
0.856926 0.64216
0.856926 0.64216
0.856926 0.64216
0.856926 0.64216
0.856926 0.64216
0.856926 0.64216
0.850494 0.632743
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.840816 0.63988
0.838072 0.635172
0.831772 0.62675
0.836971 0.618512
0.842587 0.613101
0.842587 0.613101
0.837717 0.613506
0.837846 0.610176
0.837846 0.610176
0.837846 0.610176
0.837846 0.610176
0.837082 0.608953
0.830263 0.61981
0.831368 0.623941
0.831368 0.623941
0.824859 0.62363
0.815421 0.627849
0.815421 0.627849
0.809479 0.621897
0.811509 0.630876
0.803699 0.620556
0.792078 0.630592
0.79094 0.636371
0.79094 0.636371
0.789028 0.636846
0.788973 0.633487
0.782772 0.628856
0.789858 0.623864
0.789858 0.623864
0.789858 0.623864
0.789858 0.623864
0.789858 0.623864
0.789858 0.623864
0.789858 0.623864
0.789858 0.623864
0.792101 0.618449
0.7808 0.607993
0.768802 0.602564
0.758628 0.612302
0.76733 0.618098
0.772125 0.611614
0.773809 0.618959
0.779517 0.609645
0.779517 0.609645
0.76946 0.596999
0.782022 0.59231
0.770929 0.604728
0.770929 0.604728
0.770929 0.604728
0.76255 0.603256
0.753782 0.607168
0.765749 0.59763
0.769739 0.601213
0.780081 0.589042
0.780081 0.589042
0.787789 0.586054
0.787789 0.586054
0.787789 0.586054
0.790028 0.586003
0.791735 0.577922
0.797652 0.573782
0.797652 0.573782
0.797652 0.573782
0.797652 0.573782
0.797652 0.573782
0.797652 0.573782
0.797652 0.573782
