mu sigma
0.700608 0.592759
0.700608 0.592759
0.693624 0.634391
0.733766 0.657909
0.788225 0.714982
0.722732 0.729872
0.728903 0.661795
0.728903 0.661795
0.728903 0.661795
0.728903 0.661795
0.742508 0.729157
0.710369 0.686356
0.728737 0.679383
0.730109 0.676112
0.793235 0.616306
0.775647 0.571652
0.816656 0.559961
0.793134 0.549636
0.801857 0.593094
0.776907 0.579033
0.741997 0.554909
0.741997 0.554909
0.799898 0.59602
0.87474 0.642064
0.871376 0.646898
0.847213 0.684242
0.875243 0.642173
0.79486 0.641544
0.792941 0.578327
0.772345 0.647808
0.731689 0.618258
0.731689 0.618258
0.739734 0.677937
0.807245 0.659873
0.790178 0.589611
0.790178 0.589611
0.790178 0.589611
0.790178 0.589611
0.790178 0.589611
0.776608 0.565099
0.776608 0.565099
0.776608 0.565099
0.776608 0.565099
0.794225 0.525266
0.83076 0.597289
0.783432 0.627048
0.834929 0.645556
0.791661 0.583308
0.791661 0.583308
0.791661 0.583308
0.791661 0.583308
0.791661 0.583308
0.791661 0.583308
0.746702 0.660159
0.746702 0.660159
0.777334 0.615443
0.777334 0.615443
0.871237 0.676903
0.871237 0.676903
0.903734 0.638258
0.861329 0.718189
0.861329 0.718189
0.844158 0.690028
0.844158 0.690028
0.779574 0.713209
0.779574 0.713209
0.779519 0.655012
0.779519 0.655012
0.779519 0.655012
0.822538 0.686234
0.822538 0.686234
0.822538 0.686234
0.822538 0.686234
0.822538 0.686234
0.822538 0.686234
0.822538 0.686234
0.833453 0.635355
0.862892 0.579766
0.862892 0.579766
0.862892 0.579766
0.862892 0.579766
0.840901 0.637968
0.840901 0.637968
0.785259 0.675043
0.809687 0.624252
0.809687 0.624252
0.809687 0.624252
0.809687 0.624252
0.809687 0.624252
0.809687 0.624252
0.809687 0.624252
0.773662 0.635196
0.772654 0.65503
0.735617 0.687191
0.735617 0.687191
0.687016 0.71691
0.747294 0.706463
0.732592 0.753112
0.727153 0.703825
0.754813 0.693672
