Energy Error Acceptance
-0.383128 0.0103151 0.577917
-0.383128 0.0103151 0.577917
-0.383128 0.0103151 0.577917
-0.383618 0.0103274 0.587333
-0.402378 0.00916058 0.658083
-0.396572 0.0153559 0.629917
-0.39308 0.0092583 0.68375
-0.395976 0.0107822 0.6455
-0.409929 0.0115024 0.63675
-0.409929 0.0115024 0.63675
-0.422813 0.00893734 0.546
-0.420627 0.012086 0.728167
-0.442485 0.00564276 0.673583
-0.425045 0.00805067 0.549917
-0.435674 0.00696862 0.555417
-0.435674 0.00696862 0.555417
-0.442542 0.00682104 0.568083
-0.441507 0.00650086 0.642167
-0.441507 0.00650086 0.642167
-0.442771 0.00499731 0.593583
-0.442771 0.00499731 0.593583
-0.439808 0.00731773 0.544667
-0.439808 0.00731773 0.544667
-0.432242 0.0109134 0.662
-0.432242 0.0109134 0.662
-0.433359 0.00724003 0.627417
-0.417502 0.0104334 0.576
-0.417502 0.0104334 0.576
-0.412661 0.0156144 0.642333
-0.422458 0.0127653 0.579
-0.40309 0.0123852 0.5555
-0.438515 0.0070389 0.5795
-0.438515 0.0070389 0.5795
-0.438515 0.0070389 0.5795
-0.421943 0.00778344 0.636167
-0.437831 0.00551673 0.598833
-0.421155 0.00824706 0.642
-0.421155 0.00824706 0.642
-0.436103 0.00613905 0.56075
-0.437789 0.00705242 0.677917
-0.42738 0.010677 0.64625
-0.42738 0.010677 0.64625
-0.423898 0.00986442 0.601583
-0.423898 0.00986442 0.601583
-0.407846 0.00924055 0.666167
-0.41378 0.00852381 0.664333
-0.403034 0.0120051 0.592833
-0.403034 0.0120051 0.592833
-0.414813 0.00942435 0.700083
-0.420901 0.00983067 0.533167
-0.439986 0.0057284 0.594
-0.450359 0.00616745 0.531833
-0.432781 0.00568127 0.637583
-0.445261 0.00677405 0.582
-0.435452 0.00850199 0.640083
-0.437881 0.00763864 0.557917
-0.437881 0.00763864 0.557917
-0.443813 0.00723833 0.730667
-0.411188 0.0137442 0.567
-0.418091 0.0162712 0.663
-0.427166 0.014799 0.6025
-0.410532 0.0143951 0.54475
-0.435953 0.00622033 0.74525
-0.446203 0.00796174 0.6655
-0.435375 0.00672346 0.66825
-0.43749 0.00654015 0.741
-0.441515 0.00625298 0.559417
-0.429456 0.007365 0.591583
-0.434893 0.00742484 0.519
-0.426644 0.00823662 0.6935
-0.426644 0.00823662 0.6935
-0.426644 0.00823662 0.6935
-0.432659 0.00659257 0.627083
-0.432659 0.00659257 0.627083
-0.430745 0.0119419 0.554667
-0.430745 0.0119419 0.554667
-0.427502 0.00872206 0.574333
-0.427502 0.00872206 0.574333
-0.447011 0.00529016 0.569333
-0.447011 0.00529016 0.569333
-0.447011 0.00529016 0.569333
-0.447011 0.00529016 0.569333
-0.438789 0.0074616 0.656083
-0.444087 0.00648725 0.630917
-0.43075 0.00817164 0.538667
-0.426817 0.00868112 0.632083
-0.447817 0.00738278 0.568417
-0.449067 0.00819136 0.599667
-0.449067 0.00819136 0.599667
-0.449067 0.00819136 0.599667
-0.449067 0.00819136 0.599667
-0.429763 0.0088455 0.542583
-0.428268 0.00831678 0.642917
-0.428268 0.00831678 0.642917
-0.453516 0.00695974 0.598083
-0.43155 0.0106055 0.661167
-0.43155 0.0106055 0.661167
-0.43155 0.0106055 0.661167
-0.43155 0.0106055 0.661167
-0.403933 0.0148592 0.647167
