mu sigma
0.752831 0.657649
0.752831 0.657649
0.752831 0.657649
0.752831 0.657649
0.769673 0.661088
0.738622 0.660773
0.736938 0.639733
0.736938 0.639733
0.763063 0.66159
0.763063 0.66159
0.751606 0.65119
0.757368 0.627315
0.743059 0.631124
0.757933 0.623776
0.757933 0.623776
0.757933 0.623776
0.757933 0.623776
0.763867 0.624899
0.73972 0.640023
0.75645 0.631562
0.75645 0.631562
0.75645 0.631562
0.752749 0.610898
0.755121 0.610532
0.755121 0.610532
0.763546 0.640816
0.763546 0.640816
0.763546 0.640816
0.752984 0.618604
0.752984 0.618604
0.752984 0.618604
0.752984 0.618604
0.770035 0.621986
0.770035 0.621986
0.770035 0.621986
0.788063 0.64376
0.788063 0.64376
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.766204 0.669013
0.764827 0.683167
0.741996 0.663835
0.768669 0.668717
0.766924 0.646931
0.748825 0.669261
0.774738 0.685451
0.756652 0.696813
0.766611 0.695605
0.779019 0.694146
0.778148 0.699718
0.778148 0.699718
0.778148 0.699718
0.778148 0.699718
0.778148 0.699718
0.783447 0.69263
0.786358 0.689453
0.79253 0.680958
0.79253 0.680958
0.79253 0.680958
0.806213 0.661653
0.807557 0.639974
0.807557 0.639974
0.794845 0.659969
0.794845 0.659969
0.805568 0.641199
0.796682 0.649215
0.796682 0.649215
0.799105 0.640985
0.795746 0.621747
0.795746 0.621747
0.795746 0.621747
0.775431 0.615068
0.755054 0.607247
0.73581 0.616786
0.75512 0.633281
0.755223 0.61292
0.755223 0.61292
0.755223 0.61292
0.755223 0.61292
0.768631 0.627593
0.768631 0.627593
0.759304 0.627712
0.766616 0.63626
0.75677 0.644139
0.768678 0.649629
0.785689 0.642419
0.775051 0.621676
0.775051 0.621676
0.789271 0.635411
