mu sigma
0.815331 0.594868
0.82703 0.583393
0.831963 0.597976
0.833784 0.601723
0.816118 0.586797
0.816118 0.586797
0.82674 0.586727
0.81065 0.579468
0.81911 0.584954
0.814451 0.576522
0.810998 0.591064
0.810998 0.591064
0.810998 0.591064
0.810998 0.591064
0.810998 0.591064
0.814908 0.588045
0.82892 0.599499
0.833367 0.606618
0.833367 0.606618
0.833367 0.606618
0.844179 0.591723
0.844179 0.591723
0.844179 0.591723
0.843456 0.606373
0.844405 0.599328
0.826511 0.614077
0.832935 0.613724
0.832935 0.613724
0.817903 0.620203
0.817903 0.620203
0.80142 0.621119
0.80142 0.621119
0.805533 0.607167
0.806992 0.610952
0.806992 0.610952
0.796111 0.59981
0.785435 0.600638
0.791212 0.601678
0.797587 0.61732
0.797587 0.61732
0.783395 0.625221
0.78069 0.639047
0.78069 0.639047
0.773299 0.63124
0.763239 0.631326
0.775476 0.645217
0.755735 0.644993
0.755735 0.644993
0.755735 0.644993
0.762788 0.62458
0.743068 0.612459
0.742392 0.611319
0.728172 0.616621
0.730575 0.616674
0.730575 0.616674
0.736241 0.614979
0.736241 0.614979
0.725011 0.612365
0.725011 0.612365
0.743138 0.627967
0.73035 0.638152
0.73035 0.638152
0.741537 0.648818
0.74075 0.661736
0.74075 0.661736
0.729651 0.664608
0.714263 0.671719
0.728262 0.656994
0.728262 0.656994
0.727573 0.661391
0.727573 0.661391
0.712019 0.673679
0.712019 0.673679
0.712019 0.673679
0.712019 0.673679
0.712019 0.673679
0.712019 0.673679
0.712019 0.673679
0.712019 0.673679
0.712019 0.673679
0.710774 0.677487
0.695575 0.687989
0.695575 0.687989
0.695575 0.687989
0.695575 0.687989
0.70785 0.682233
0.715091 0.679841
0.728519 0.684469
0.74066 0.678388
0.74066 0.678388
0.734458 0.685051
0.752287 0.683012
0.762444 0.690005
0.756863 0.673924
0.756863 0.673924
0.751336 0.689305
0.752416 0.691555
0.752416 0.691555
0.752416 0.691555
0.752416 0.691555
