mu sigma
0.79939 0.664671
0.79939 0.664671
0.79939 0.664671
0.79939 0.664671
0.831053 0.616527
0.831053 0.616527
0.831053 0.616527
0.807379 0.670176
0.807379 0.670176
0.816133 0.63208
0.821592 0.641208
0.821592 0.641208
0.821592 0.641208
0.821592 0.641208
0.821592 0.641208
0.821592 0.641208
0.821592 0.641208
0.861255 0.639766
0.855177 0.673131
0.855177 0.673131
0.815514 0.709644
0.815514 0.709644
0.773729 0.675723
0.785721 0.642413
0.81373 0.638991
0.853216 0.604438
0.81709 0.616052
0.786879 0.590719
0.786879 0.590719
0.744103 0.609048
0.704302 0.598263
0.717092 0.576751
0.717092 0.576751
0.698065 0.570578
0.707984 0.587845
0.707984 0.587845
0.688846 0.580474
0.6888 0.624055
0.729563 0.642391
0.712121 0.62475
0.712121 0.62475
0.703656 0.588602
0.751406 0.586068
0.769947 0.599935
0.769947 0.599935
0.817939 0.641322
0.817939 0.641322
0.824442 0.614336
0.854303 0.641191
0.885489 0.61871
0.86179 0.602683
0.86179 0.602683
0.86179 0.602683
0.910145 0.561351
0.857095 0.567752
0.804383 0.557785
0.804383 0.557785
0.804383 0.557785
0.804383 0.557785
0.816518 0.56649
0.816518 0.56649
0.854083 0.576204
0.826695 0.611872
0.826695 0.611872
0.826695 0.611872
0.826695 0.611872
0.818051 0.629574
0.818051 0.629574
0.818051 0.629574
0.840198 0.614184
0.840198 0.614184
0.840198 0.614184
0.840198 0.614184
0.847704 0.581677
0.865938 0.57614
0.865938 0.57614
0.865938 0.57614
0.865938 0.57614
0.865938 0.57614
0.865938 0.57614
0.817205 0.588271
0.817205 0.588271
0.828833 0.592475
0.854979 0.564069
0.854979 0.564069
0.854979 0.564069
0.854979 0.564069
0.854979 0.564069
0.850338 0.586257
0.892137 0.597183
0.892137 0.597183
0.852107 0.582069
0.877799 0.607368
0.835497 0.626395
0.835497 0.626395
0.845428 0.620671
0.805917 0.613902
0.805917 0.613902
0.808527 0.590531
0.844578 0.592979
