mu sigma
0.752416 0.691555
0.755692 0.683144
0.746206 0.691526
0.7476 0.694327
0.7476 0.694327
0.746559 0.705393
0.746559 0.705393
0.746559 0.705393
0.746559 0.705393
0.746559 0.705393
0.746559 0.705393
0.758002 0.690983
0.758002 0.690983
0.765315 0.678584
0.762297 0.668422
0.755665 0.667432
0.755665 0.667432
0.755665 0.667432
0.746467 0.648227
0.72722 0.649676
0.735757 0.660522
0.742414 0.654024
0.750118 0.654968
0.762687 0.640731
0.770097 0.628427
0.772532 0.625815
0.772532 0.625815
0.772532 0.625815
0.765254 0.608988
0.745414 0.611378
0.760451 0.624732
0.77012 0.612522
0.7709 0.63212
0.7709 0.63212
0.7709 0.63212
0.7709 0.63212
0.783219 0.633676
0.783219 0.633676
0.799561 0.640224
0.799561 0.640224
0.799561 0.640224
0.792746 0.624614
0.774208 0.62901
0.786435 0.645274
0.805351 0.651373
0.793694 0.665209
0.793694 0.665209
0.80709 0.64728
0.80709 0.64728
0.80709 0.64728
0.795243 0.630959
0.795243 0.630959
0.795243 0.630959
0.784774 0.624141
0.79465 0.617352
0.812719 0.621252
0.82461 0.61693
0.82461 0.61693
0.818931 0.600353
0.824502 0.584722
0.824502 0.584722
0.806663 0.599576
0.811597 0.591006
0.811597 0.591006
0.811597 0.591006
0.811597 0.591006
0.811597 0.591006
0.811597 0.591006
0.811597 0.591006
0.8211 0.581163
0.828214 0.576997
0.821956 0.566974
0.821956 0.566974
0.819488 0.567142
0.810495 0.587859
0.806392 0.586594
0.816224 0.5798
0.811034 0.596755
0.820014 0.613582
0.818879 0.624781
0.829255 0.623974
0.843914 0.607046
0.836649 0.604978
0.822507 0.604946
0.822507 0.604946
0.81213 0.612895
0.817829 0.628977
0.816407 0.615875
0.816407 0.615875
0.816407 0.615875
0.816407 0.615875
0.816407 0.615875
0.816407 0.615875
0.816407 0.615875
0.796578 0.614691
0.796578 0.614691
0.779347 0.627434
0.783748 0.641238
0.77835 0.639377
0.801092 0.653344
