mu sigma
0.874728 0.617257
0.874728 0.617257
0.874728 0.617257
0.874728 0.617257
0.874728 0.617257
0.874728 0.617257
0.874728 0.617257
0.833459 0.602704
0.833459 0.602704
0.838961 0.666277
0.765095 0.622822
0.823536 0.676677
0.823536 0.676677
0.823536 0.676677
0.879668 0.607939
0.879668 0.607939
0.879668 0.607939
0.879668 0.607939
0.879668 0.607939
0.900742 0.566779
0.900742 0.566779
0.877627 0.597777
0.877627 0.597777
0.827751 0.546511
0.827751 0.546511
0.815957 0.535103
0.801664 0.588852
0.801664 0.588852
0.772683 0.583647
0.799428 0.562
0.799428 0.562
0.799428 0.562
0.829283 0.593007
0.829283 0.593007
0.772743 0.551651
0.764439 0.570054
0.764439 0.570054
0.802493 0.591264
0.861683 0.608314
0.833236 0.609414
0.845933 0.649485
0.807058 0.674728
0.817873 0.664945
0.815956 0.727685
0.811345 0.731792
0.816134 0.720652
0.816134 0.720652
0.762094 0.764616
0.762094 0.764616
0.827738 0.794403
0.808064 0.746562
0.79099 0.697536
0.83527 0.655716
0.774374 0.628429
0.802686 0.578722
0.802686 0.578722
0.744075 0.616256
0.80973 0.609958
0.771697 0.578861
0.7357 0.538479
0.688965 0.600606
0.724251 0.628927
0.781101 0.627399
0.768515 0.62922
0.768515 0.62922
0.797422 0.557092
0.815716 0.579818
0.815716 0.579818
0.835707 0.628639
0.835707 0.628639
0.809137 0.649574
0.835863 0.692128
0.835195 0.737904
0.835195 0.737904
0.835195 0.737904
0.835195 0.737904
0.835195 0.737904
0.833396 0.755636
0.833396 0.755636
0.790007 0.797766
0.752119 0.769234
0.688007 0.718622
0.74084 0.692981
0.774077 0.715588
0.790198 0.642419
0.796782 0.613793
0.752379 0.675344
0.768391 0.668178
0.778297 0.696149
0.782694 0.683186
0.784942 0.678742
0.776931 0.695692
0.851779 0.712495
0.894082 0.63694
0.894082 0.63694
0.833851 0.564929
0.907084 0.600406
0.859166 0.563368
0.859166 0.563368
0.859166 0.563368
