Energy Error Acceptance
-0.371521 0.0219036 0.580333
-0.371521 0.0219036 0.580333
-0.371521 0.0219036 0.580333
-0.371521 0.0219036 0.580333
-0.412521 0.020834 0.669
-0.428538 0.0212453 0.567667
-0.428538 0.0212453 0.567667
-0.428538 0.0212453 0.567667
-0.443656 0.0184966 0.676667
-0.443656 0.0184966 0.676667
-0.304572 0.026084 0.516667
-0.304572 0.026084 0.516667
-0.301357 0.0236353 0.592667
-0.247657 0.0266201 0.594
-0.278374 0.0336242 0.571
-0.278374 0.0336242 0.571
-0.225179 0.0295989 0.433667
-0.187635 0.0314365 0.558667
-0.187635 0.0314365 0.558667
-0.185716 0.0229141 0.605
-0.185716 0.0229141 0.605
-0.213597 0.0255489 0.476667
-0.199742 0.0318007 0.597333
-0.20087 0.0272608 0.698333
-0.20087 0.0272608 0.698333
-0.20087 0.0272608 0.698333
-0.256518 0.029649 0.639
-0.256518 0.029649 0.639
-0.211872 0.0224292 0.548
-0.167893 0.051622 0.502
-0.223412 0.0526743 0.553667
-0.223412 0.0526743 0.553667
-0.335054 0.0248132 0.533667
-0.335054 0.0248132 0.533667
-0.335054 0.0248132 0.533667
-0.335054 0.0248132 0.533667
-0.335054 0.0248132 0.533667
-0.335054 0.0248132 0.533667
-0.266146 0.031817 0.612
-0.355917 0.0263566 0.562667
-0.271813 0.027368 0.568333
-0.271813 0.027368 0.568333
-0.271813 0.027368 0.568333
-0.371384 0.0145225 0.626333
-0.371384 0.0145225 0.626333
-0.371384 0.0145225 0.626333
-0.301403 0.0284863 0.578667
-0.360776 0.0400692 0.698667
-0.360776 0.0400692 0.698667
-0.398182 0.0225234 0.746
-0.413422 0.0141113 0.560667
-0.413422 0.0141113 0.560667
-0.43388 0.0124793 0.679667
-0.38782 0.0322761 0.558
-0.426099 0.0220371 0.548667
-0.454796 0.0148569 0.568
-0.454796 0.0148569 0.568
-0.454796 0.0148569 0.568
-0.454796 0.0148569 0.568
-0.454796 0.0148569 0.568
-0.454796 0.0148569 0.568
-0.454796 0.0148569 0.568
-0.454796 0.0148569 0.568
-0.454796 0.0148569 0.568
-0.393809 0.0212414 0.629
-0.393809 0.0212414 0.629
-0.39546 0.0160787 0.684
-0.39546 0.0160787 0.684
-0.253515 0.0414029 0.553333
-0.443397 0.0125289 0.665667
-0.443397 0.0125289 0.665667
-0.443397 0.0125289 0.665667
-0.427493 0.0184022 0.564
-0.449547 0.0127468 0.574333
-0.411997 0.0235631 0.532667
-0.459841 0.00940246 0.656667
-0.408296 0.0227528 0.730667
-0.425813 0.012036 0.658333
-0.426078 0.0228032 0.650333
-0.426078 0.0228032 0.650333
-0.428502 0.0177368 0.641
-0.428502 0.0177368 0.641
-0.428502 0.0177368 0.641
-0.437368 0.0117556 0.651
-0.437368 0.0117556 0.651
-0.421657 0.0218426 0.525
-0.421657 0.0218426 0.525
-0.419303 0.0142748 0.51
-0.419303 0.0142748 0.51
-0.430873 0.00971485 0.637
-0.415499 0.0147156 0.501333
-0.415499 0.0147156 0.501333
-0.415499 0.0147156 0.501333
-0.393862 0.0176359 0.618
-0.393862 0.0176359 0.618
-0.393862 0.0176359 0.618
-0.393862 0.0176359 0.618
-0.354228 0.014236 0.521333
-0.354228 0.014236 0.521333
-0.292451 0.0245144 0.534333
