Energy Error Acceptance
-0.442339 0.00674092 0.673267
-0.442339 0.00674092 0.673267
-0.442339 0.00674092 0.673267
-0.442339 0.00674092 0.673267
-0.442339 0.00674092 0.673267
-0.442339 0.00674092 0.673267
-0.433116 0.00874173 0.642133
-0.433116 0.00874173 0.642133
-0.441282 0.00815707 0.568067
-0.438643 0.00737504 0.6712
-0.436831 0.00806156 0.605667
-0.433487 0.00703265 0.669067
-0.444095 0.00636886 0.6356
-0.44668 0.00653262 0.6644
-0.462274 0.00503774 0.641533
-0.462274 0.00503774 0.641533
-0.462274 0.00503774 0.641533
-0.462274 0.00503774 0.641533
-0.462274 0.00503774 0.641533
-0.462274 0.00503774 0.641533
-0.455534 0.00637539 0.6366
-0.433265 0.00927549 0.6292
-0.455765 0.00651677 0.568867
-0.455765 0.00651677 0.568867
-0.455765 0.00651677 0.568867
-0.455765 0.00651677 0.568867
-0.455765 0.00651677 0.568867
-0.455765 0.00651677 0.568867
-0.455765 0.00651677 0.568867
-0.451592 0.00660322 0.643867
-0.444328 0.00581209 0.6034
-0.444328 0.00581209 0.6034
-0.444328 0.00581209 0.6034
-0.444328 0.00581209 0.6034
-0.444328 0.00581209 0.6034
-0.444328 0.00581209 0.6034
-0.444008 0.00594654 0.678467
-0.444008 0.00594654 0.678467
-0.442696 0.00628255 0.6518
-0.442696 0.00628255 0.6518
-0.430221 0.00690432 0.625133
-0.430734 0.00623785 0.659867
-0.430734 0.00623785 0.659867
-0.420488 0.00734842 0.572533
-0.420488 0.00734842 0.572533
-0.427439 0.00714774 0.655533
-0.427439 0.00714774 0.655533
-0.431892 0.00751574 0.577067
-0.428191 0.00805533 0.537467
-0.428191 0.00805533 0.537467
-0.432542 0.00786462 0.566333
-0.427992 0.00836451 0.595133
-0.429518 0.00719575 0.634333
-0.437244 0.00692388 0.659933
-0.437244 0.00692388 0.659933
-0.437115 0.00681321 0.576533
-0.441165 0.00574547 0.7102
-0.43087 0.00673582 0.644667
-0.438169 0.00672461 0.5784
-0.417786 0.00829883 0.579533
-0.424848 0.0079165 0.632533
-0.410319 0.00798283 0.599867
-0.410319 0.00798283 0.599867
-0.407484 0.00895492 0.567133
-0.419778 0.0088542 0.6228
-0.435735 0.00849596 0.602933
-0.435735 0.00849596 0.602933
-0.435735 0.00849596 0.602933
-0.435735 0.00849596 0.602933
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.435965 0.008569 0.600733
-0.431583 0.00772519 0.6766
-0.42633 0.00651282 0.661067
-0.425697 0.00685536 0.713533
-0.435691 0.00632933 0.686333
-0.435691 0.00632933 0.686333
-0.436141 0.00626223 0.692333
-0.430393 0.0077619 0.6596
-0.435536 0.00735134 0.641533
-0.436919 0.00895881 0.568933
-0.436919 0.00895881 0.568933
-0.436919 0.00895881 0.568933
-0.436919 0.00895881 0.568933
