mu sigma
0.818452 0.612843
0.821378 0.611214
0.826078 0.609583
0.826078 0.609583
0.826078 0.609583
0.82309 0.610078
0.82309 0.610078
0.82309 0.610078
0.822901 0.604028
0.818248 0.600814
0.818248 0.600814
0.823419 0.606799
0.819858 0.60481
0.825416 0.604503
0.825416 0.604503
0.823969 0.604804
0.819542 0.602611
0.816294 0.605714
0.814887 0.603016
0.814887 0.603016
0.813533 0.602471
0.813994 0.597131
0.81615 0.603262
0.817108 0.608388
0.814014 0.604798
0.814678 0.609149
0.808371 0.609346
0.814857 0.611558
0.813997 0.612761
0.813522 0.608801
0.813522 0.608801
0.818996 0.609061
0.818578 0.613787
0.818578 0.613787
0.81333 0.618425
0.807619 0.624985
0.807619 0.624985
0.807619 0.624985
0.807619 0.624985
0.807619 0.624985
0.807619 0.624985
0.814294 0.624407
0.819864 0.619022
0.818674 0.626054
0.818674 0.626054
0.818674 0.626054
0.812291 0.630678
0.812291 0.630678
0.811947 0.623484
0.816873 0.625088
0.81994 0.626244
0.825614 0.6284
0.82634 0.622687
0.82634 0.622687
0.829367 0.620532
0.829367 0.620532
0.824555 0.618879
0.824555 0.618879
0.817645 0.621474
0.817645 0.621474
0.822121 0.622936
0.817751 0.62722
0.814519 0.630983
0.815399 0.630491
0.811948 0.635756
0.811948 0.635756
0.811948 0.635756
0.811948 0.635756
0.81536 0.640809
0.818315 0.633871
0.818315 0.633871
0.821753 0.62885
0.821753 0.62885
0.821753 0.62885
0.821753 0.62885
0.815439 0.633367
0.819851 0.627166
0.823355 0.630299
0.825459 0.623719
0.818933 0.631382
0.813659 0.639147
0.816271 0.633815
0.814019 0.641686
0.820717 0.643474
0.813737 0.6388
0.812282 0.642783
0.812282 0.642783
0.812282 0.642783
0.812282 0.642783
0.812282 0.642783
0.812282 0.642783
0.812282 0.642783
0.812282 0.642783
0.812282 0.642783
0.812282 0.642783
0.810131 0.63756
0.810131 0.63756
0.810131 0.63756
0.810131 0.63756
0.813233 0.638404
