mu sigma
0.816995 0.598491
0.78325 0.557404
0.765481 0.555895
0.770619 0.571536
0.770619 0.571536
0.723329 0.618457
0.742295 0.647509
0.731335 0.652231
0.731335 0.652231
0.746492 0.626767
0.701008 0.648498
0.73108 0.624174
0.755053 0.62468
0.755053 0.62468
0.735354 0.615185
0.735354 0.615185
0.735354 0.615185
0.789405 0.575018
0.789405 0.575018
0.789405 0.575018
0.833423 0.537248
0.833423 0.537248
0.868754 0.556048
0.862498 0.557103
0.825277 0.603312
0.802208 0.655277
0.756135 0.682707
0.756135 0.682707
0.767926 0.634209
0.767926 0.634209
0.750863 0.645965
0.737346 0.678036
0.737346 0.678036
0.796053 0.618884
0.798303 0.661589
0.771672 0.640155
0.712598 0.662898
0.712598 0.662898
0.734551 0.669658
0.734551 0.669658
0.734551 0.669658
0.784728 0.651532
0.779738 0.632539
0.752316 0.610664
0.747519 0.653432
0.72662 0.680348
0.780537 0.739591
0.780537 0.739591
0.785653 0.764892
0.785653 0.764892
0.772663 0.790463
0.772663 0.790463
0.798052 0.826402
0.798052 0.826402
0.803794 0.7746
0.825528 0.741606
0.825528 0.741606
0.825528 0.741606
0.783562 0.697138
0.721538 0.716324
0.762853 0.677427
0.762853 0.677427
0.762853 0.677427
0.784109 0.696067
0.784109 0.696067
0.841991 0.681807
0.841991 0.681807
0.7902 0.686196
0.804215 0.68041
0.804215 0.68041
0.804215 0.68041
0.804331 0.640512
0.843488 0.633941
0.843488 0.633941
0.838078 0.679128
0.789392 0.626337
0.827801 0.690703
0.818236 0.657914
0.792964 0.685149
0.752194 0.624698
0.752194 0.624698
0.752194 0.624698
0.790208 0.602422
0.790208 0.602422
0.825373 0.62124
0.825373 0.62124
0.825373 0.62124
0.793381 0.624461
0.77365 0.566563
0.77365 0.566563
0.77365 0.566563
0.77365 0.566563
0.77365 0.566563
0.77365 0.566563
0.77365 0.566563
0.781633 0.597145
0.781633 0.597145
0.771624 0.656843
0.783389 0.611959
0.783389 0.611959
