mu sigma
0.676471 0.873994
0.620875 0.752371
0.620875 0.752371
0.671363 0.732837
0.671363 0.732837
0.672025 0.657241
0.582746 0.605459
0.582746 0.605459
0.483922 0.734828
0.455437 0.757082
0.303516 0.840698
0.347897 0.889852
0.211 0.884546
0.314665 0.844408
0.314665 0.844408
0.436355 0.988206
0.436355 0.988206
0.46467 0.994756
0.46467 0.994756
0.425375 1.03668
0.425375 1.03668
0.263367 0.983772
0.263367 0.983772
0.405564 1.09538
0.467324 0.99237
0.63233 0.962529
0.63233 0.962529
0.63233 0.962529
0.529657 1.04045
0.410559 1.01392
0.409993 1.00449
0.409993 1.00449
0.452507 1.11891
0.452507 1.11891
0.375463 1.04055
0.375463 1.04055
0.375463 1.04055
0.375463 1.04055
0.375463 1.04055
0.375463 1.04055
0.486864 0.995856
0.486864 0.995856
0.657972 0.89491
0.657972 0.89491
0.519656 0.866251
0.519656 0.866251
0.519656 0.866251
0.631296 0.955232
0.598531 0.902257
0.599408 0.796498
0.611478 0.713258
0.574028 0.777651
0.574028 0.777651
0.421833 0.816176
0.358362 0.669643
0.513288 0.548285
0.475489 0.689852
0.475489 0.689852
0.461202 0.681926
0.555739 0.641572
0.555739 0.641572
0.554521 0.671475
0.554521 0.671475
0.690214 0.79505
0.613778 0.844803
0.501667 0.873609
0.548786 0.883242
0.513025 0.934185
0.365985 0.942707
0.438642 0.945425
0.438642 0.945425
0.422556 0.828577
0.274925 0.781452
0.274021 0.876399
0.382932 0.728883
0.410102 0.845445
0.410102 0.845445
0.410102 0.845445
0.286948 0.859016
0.286948 0.859016
0.141061 0.910438
0.304367 0.91591
0.419252 0.955782
0.419252 0.955782
0.37868 0.807384
0.511036 0.764053
0.511036 0.764053
0.357323 0.770678
0.445828 0.870188
0.445828 0.870188
0.445828 0.870188
0.445828 0.870188
0.404811 0.957218
0.344542 0.879891
0.156178 1.00762
0.12224 1.12946
0.12224 1.12946
0.12224 1.12946
0.12224 1.12946
0.12224 1.12946
