mu sigma
0.883172 0.738593
0.965837 0.634714
0.993014 0.59521
0.879815 0.537739
0.789772 0.501318
0.789772 0.501318
0.789772 0.501318
0.813634 0.529919
0.813634 0.529919
0.813634 0.529919
0.813634 0.529919
0.637574 0.697661
0.637574 0.697661
0.79799 0.491295
0.662735 0.643423
0.779936 0.768337
0.596769 1.00041
0.444594 0.776682
0.352939 0.639197
0.352939 0.639197
0.352939 0.639197
0.522675 0.754202
0.416889 0.805485
0.457359 1.00634
0.62904 0.856546
0.62904 0.856546
0.62904 0.856546
0.62904 0.856546
0.796102 0.849449
0.877421 0.752132
0.877421 0.752132
0.877421 0.752132
0.653465 0.530019
0.653465 0.530019
0.798372 0.664469
0.798372 0.664469
0.798372 0.664469
0.798372 0.664469
0.798372 0.664469
0.62844 0.575255
0.647656 0.586287
0.668946 0.777353
0.815731 0.931547
0.815731 0.931547
0.776491 0.767784
0.612878 0.87826
0.455212 0.941408
0.257201 0.976894
0.359821 1.09276
0.359821 1.09276
0.418891 0.923476
0.215939 1.08119
0.215939 1.08119
0.215939 1.08119
0.0366785 0.99638
0.160983 0.873908
0.160313 0.880379
0.160313 0.880379
0.160313 0.880379
0.160313 0.880379
0.170951 0.774759
0.195012 0.911946
0.231593 0.934928
0.231593 0.934928
0.358204 0.751556
0.162928 0.784636
0.179502 0.925847
0.277532 0.895037
0.291247 0.876471
0.291247 0.876471
0.335614 0.898251
0.335614 0.898251
0.30658 1.04484
0.107327 1.13798
0.217169 1.03054
0.3149 1.03657
0.430223 0.870226
0.380312 0.802817
0.486216 0.824633
0.588094 0.959024
0.588094 0.959024
0.588094 0.959024
0.370259 1.01652
0.289272 0.936974
0.0894459 0.885928
0.121838 0.892046
0.209749 0.74408
0.295838 0.718172
0.502818 0.804748
0.502818 0.804748
0.552207 0.771936
0.73881 0.89955
0.584298 0.836348
0.62599 0.933826
0.669828 0.876128
0.847601 0.673126
0.847601 0.673126
0.847601 0.673126
0.847601 0.673126
0.847601 0.673126
