mu sigma
0.778623 0.628053
0.778623 0.628053
0.707214 0.679876
0.707214 0.679876
0.710096 0.702338
0.777443 0.628835
0.740309 0.69226
0.800053 0.622351
0.800053 0.622351
0.866519 0.581977
0.799792 0.624299
0.799792 0.624299
0.751917 0.564663
0.810972 0.583477
0.810972 0.583477
0.788053 0.613504
0.788053 0.613504
0.796752 0.69155
0.796752 0.69155
0.824384 0.623122
0.795845 0.588187
0.875422 0.65623
0.7909 0.709562
0.7909 0.709562
0.818986 0.665815
0.818986 0.665815
0.818986 0.665815
0.845432 0.745785
0.837718 0.700826
0.818061 0.696024
0.818061 0.696024
0.818061 0.696024
0.792492 0.769009
0.761605 0.691674
0.749904 0.706108
0.794765 0.644885
0.808135 0.667336
0.808135 0.667336
0.808135 0.667336
0.808135 0.667336
0.808135 0.667336
0.808135 0.667336
0.760827 0.677729
0.760827 0.677729
0.760827 0.677729
0.803871 0.689889
0.803871 0.689889
0.731018 0.697708
0.82031 0.693466
0.859035 0.658054
0.829726 0.682401
0.829726 0.682401
0.829726 0.682401
0.829726 0.682401
0.829726 0.682401
0.820507 0.655
0.820507 0.655
0.820507 0.655
0.839185 0.668706
0.882464 0.670139
0.818792 0.62573
0.818792 0.62573
0.802593 0.625231
0.802593 0.625231
0.802593 0.625231
0.802593 0.625231
0.802593 0.625231
0.802593 0.625231
0.802593 0.625231
0.827156 0.632854
0.860936 0.640672
0.835288 0.587367
0.780988 0.614261
0.810914 0.64958
0.792089 0.601655
0.75891 0.668832
0.719365 0.69283
0.719365 0.69283
0.685934 0.625081
0.739683 0.632497
0.716897 0.64617
0.716897 0.64617
0.66446 0.71153
0.66446 0.71153
0.641438 0.688637
0.651275 0.689909
0.651275 0.689909
0.686231 0.622651
0.686362 0.645737
0.686362 0.645737
0.686362 0.645737
0.750678 0.707806
0.730257 0.640832
0.785141 0.61104
0.785141 0.61104
0.813382 0.609617
0.852695 0.610312
0.852695 0.610312
0.933105 0.627268
0.933105 0.627268
