mu sigma
0.493362 0.520683
0.493362 0.520683
0.583589 0.511731
0.583589 0.511731
0.691997 0.557544
0.688616 0.663095
0.714568 0.61448
0.739463 0.680572
0.739463 0.680572
0.739463 0.680572
0.739463 0.680572
0.740082 0.700422
0.740082 0.700422
0.620446 0.774211
0.689198 0.743703
0.7938 0.773174
0.749558 0.840602
0.749558 0.840602
0.787504 0.722842
0.741119 0.715259
0.76861 0.585248
0.76861 0.585248
0.76861 0.585248
0.76861 0.585248
0.76352 0.662393
0.650605 0.685726
0.663079 0.626685
0.663079 0.626685
0.549715 0.624332
0.605473 0.740092
0.605473 0.740092
0.523344 0.655408
0.607836 0.612642
0.644318 0.581823
0.644318 0.581823
0.745746 0.675564
0.758342 0.675666
0.758342 0.675666
0.814919 0.651902
0.814919 0.651902
0.814919 0.651902
0.814919 0.651902
0.794979 0.732415
0.751793 0.857888
0.671653 0.816308
0.671653 0.816308
0.671653 0.816308
0.718989 0.955359
0.827658 0.824245
0.723146 0.7929
0.723146 0.7929
0.723146 0.7929
0.752223 0.717021
0.752223 0.717021
0.74433 0.57886
0.74433 0.57886
0.74433 0.57886
0.74433 0.57886
0.74433 0.57886
0.74433 0.57886
0.813363 0.525193
0.813363 0.525193
0.768746 0.507705
0.834388 0.5548
0.750678 0.502753
0.750678 0.502753
0.750678 0.502753
0.750678 0.502753
0.62064 0.581927
0.740089 0.720097
0.740089 0.720097
0.709767 0.653363
0.795357 0.596225
0.889557 0.699968
0.837163 0.746787
0.837163 0.746787
0.751605 0.665339
0.706302 0.716615
0.724485 0.592538
0.705995 0.533213
0.705995 0.533213
0.705995 0.533213
0.699566 0.54024
0.798382 0.626552
0.897724 0.550483
0.802873 0.612257
0.740768 0.651502
0.740768 0.651502
0.740768 0.651502
0.779852 0.67261
0.784054 0.678403
0.919579 0.58228
0.965689 0.65046
0.829389 0.65442
0.795957 0.539604
0.795957 0.539604
0.732039 0.555374
0.659218 0.541868
0.659218 0.541868
0.659218 0.541868
