mu sigma
0.777632 0.621075
0.788921 0.637803
0.805907 0.628498
0.805907 0.628498
0.823248 0.610644
0.803939 0.627068
0.822386 0.607878
0.80997 0.61469
0.80997 0.61469
0.80997 0.61469
0.80997 0.61469
0.79232 0.631765
0.79232 0.631765
0.807107 0.640938
0.807107 0.640938
0.807107 0.640938
0.807107 0.640938
0.807107 0.640938
0.807107 0.640938
0.787458 0.613837
0.787458 0.613837
0.789025 0.610885
0.785092 0.602586
0.777078 0.588791
0.777078 0.588791
0.777078 0.588791
0.802648 0.56458
0.802648 0.56458
0.802648 0.56458
0.828921 0.581907
0.84829 0.602331
0.84829 0.602331
0.84829 0.602331
0.84829 0.602331
0.84829 0.602331
0.84829 0.602331
0.833699 0.594527
0.815108 0.59676
0.815108 0.59676
0.801037 0.588074
0.809517 0.588032
0.809517 0.588032
0.826187 0.592468
0.807894 0.607133
0.807894 0.607133
0.807894 0.607133
0.811261 0.605044
0.811261 0.605044
0.799939 0.609837
0.79236 0.626607
0.80714 0.624171
0.819682 0.628864
0.803813 0.631888
0.803813 0.631888
0.78464 0.620894
0.78464 0.620894
0.790412 0.634147
0.778959 0.619712
0.789715 0.643909
0.792837 0.622018
0.77259 0.635969
0.793825 0.654387
0.793825 0.654387
0.780405 0.664381
0.780405 0.664381
0.787937 0.650673
0.787937 0.650673
0.800743 0.635155
0.800743 0.635155
0.800743 0.635155
0.802722 0.642083
0.778428 0.628019
0.773016 0.629833
0.767405 0.607613
0.769196 0.593335
0.772368 0.578519
0.747039 0.590597
0.747039 0.590597
0.769307 0.57938
0.787675 0.572679
0.763001 0.560141
0.756444 0.570459
0.773079 0.576924
0.782848 0.584461
0.779234 0.581386
0.799177 0.606256
0.779943 0.608221
0.779943 0.608221
0.779943 0.608221
0.791054 0.601838
0.786059 0.628448
0.786059 0.628448
0.791534 0.613473
0.775466 0.603855
0.765032 0.625675
0.784704 0.624864
0.784704 0.624864
0.769122 0.617645
0.783201 0.644798
0.752831 0.657649
