mu sigma
0.754733 0.61916
0.796842 0.585964
0.796842 0.585964
0.796842 0.585964
0.796842 0.585964
0.84223 0.636623
0.84223 0.636623
0.84223 0.636623
0.823093 0.660809
0.862216 0.611724
0.82552 0.659997
0.82552 0.659997
0.82552 0.659997
0.82552 0.659997
0.82552 0.659997
0.808613 0.647686
0.808613 0.647686
0.777737 0.669481
0.777737 0.669481
0.78334 0.653238
0.816144 0.638972
0.780208 0.599966
0.829112 0.607955
0.829112 0.607955
0.813944 0.657321
0.813944 0.657321
0.813944 0.657321
0.813944 0.657321
0.800968 0.682052
0.797807 0.651108
0.797807 0.651108
0.799612 0.632257
0.807593 0.657239
0.807593 0.657239
0.759692 0.646758
0.802493 0.665696
0.85064 0.64828
0.846505 0.617809
0.83396 0.608445
0.82532 0.633185
0.799134 0.587924
0.843555 0.582972
0.843555 0.582972
0.850514 0.605207
0.850514 0.605207
0.842311 0.638522
0.842311 0.638522
0.855637 0.64144
0.811863 0.621892
0.799995 0.614373
0.799995 0.614373
0.801473 0.625107
0.810159 0.577126
0.810159 0.577126
0.810159 0.577126
0.81254 0.592877
0.808853 0.617692
0.856437 0.62466
0.856437 0.62466
0.82552 0.657484
0.785432 0.600596
0.800514 0.638149
0.800514 0.638149
0.770423 0.635188
0.770423 0.635188
0.770423 0.635188
0.729043 0.669692
0.716528 0.639183
0.687884 0.654946
0.706098 0.69957
0.730848 0.741631
0.730848 0.741631
0.730848 0.741631
0.67082 0.715167
0.625584 0.740681
0.625584 0.740681
0.625584 0.740681
0.676785 0.733627
0.701624 0.6709
0.713706 0.619967
0.713706 0.619967
0.758272 0.673406
0.768052 0.653077
0.736907 0.618287
0.744208 0.677055
0.751209 0.650412
0.741909 0.613603
0.742437 0.651651
0.742437 0.651651
0.742437 0.651651
0.782996 0.600006
0.80249 0.663914
0.803834 0.619451
0.803834 0.619451
0.803834 0.619451
0.79777 0.639293
0.800677 0.656069
0.863682 0.605337
0.863682 0.605337
0.863682 0.605337
