Energy Error Acceptance
-0.449316 0.00682642 0.674733
-0.449316 0.00682642 0.674733
-0.449316 0.00682642 0.674733
-0.44265 0.00701909 0.605733
-0.44265 0.00701909 0.605733
-0.44265 0.00701909 0.605733
-0.444524 0.00742431 0.5686
-0.444524 0.00742431 0.5686
-0.444524 0.00742431 0.5686
-0.434921 0.00638173 0.695933
-0.434921 0.00638173 0.695933
-0.434331 0.00640793 0.608933
-0.437154 0.00607083 0.661667
-0.444319 0.00629621 0.5676
-0.442309 0.00612716 0.633733
-0.442309 0.00612716 0.633733
-0.442309 0.00612716 0.633733
-0.442309 0.00612716 0.633733
-0.447973 0.00641004 0.639667
-0.447973 0.00641004 0.639667
-0.447973 0.00641004 0.639667
-0.445549 0.00565477 0.6534
-0.437432 0.00597629 0.5288
-0.448517 0.00574868 0.532267
-0.435863 0.00754186 0.5604
-0.435925 0.00900054 0.687867
-0.448644 0.00519417 0.688533
-0.445132 0.00517751 0.686067
-0.452578 0.00412341 0.600533
-0.440152 0.00537432 0.606533
-0.440145 0.00597858 0.5604
-0.453142 0.00538943 0.630267
-0.4502 0.00589651 0.595067
-0.438496 0.00638058 0.6704
-0.442784 0.00551424 0.5634
-0.441545 0.00599864 0.523867
-0.441545 0.00599864 0.523867
-0.435841 0.00816098 0.596733
-0.435841 0.00816098 0.596733
-0.435841 0.00816098 0.596733
-0.432978 0.00817001 0.6702
-0.441082 0.00716314 0.640467
-0.438888 0.00859357 0.673733
-0.444103 0.00523803 0.638467
-0.444103 0.00523803 0.638467
-0.444103 0.00523803 0.638467
-0.444103 0.00523803 0.638467
-0.427881 0.00996807 0.554933
-0.431071 0.00839502 0.596067
-0.443309 0.00649393 0.630133
-0.443309 0.00649393 0.630133
-0.443309 0.00649393 0.630133
-0.431824 0.00714064 0.588267
-0.438101 0.0075225 0.6404
-0.438101 0.0075225 0.6404
-0.439641 0.0077233 0.673533
-0.440336 0.00665968 0.593933
-0.440336 0.00665968 0.593933
-0.440336 0.00665968 0.593933
-0.445592 0.00661549 0.637667
-0.445592 0.00661549 0.637667
-0.432222 0.0111867 0.622667
-0.442705 0.00589734 0.585867
-0.442705 0.00589734 0.585867
-0.442705 0.00589734 0.585867
-0.442705 0.00589734 0.585867
-0.441086 0.00842986 0.5866
-0.436888 0.0062585 0.664667
-0.437856 0.00625765 0.6972
-0.437362 0.00869071 0.5564
-0.437362 0.00869071 0.5564
-0.434236 0.00744133 0.664267
-0.439529 0.00672769 0.632533
-0.447812 0.00606258 0.639333
-0.44883 0.00514121 0.5116
-0.44603 0.00521399 0.637
-0.44603 0.00521399 0.637
-0.442595 0.00703223 0.633933
-0.442595 0.00703223 0.633933
-0.442595 0.00703223 0.633933
-0.446158 0.00578182 0.5934
-0.446158 0.00578182 0.5934
-0.441383 0.00663229 0.564133
-0.44106 0.00496808 0.6014
-0.446783 0.00547655 0.6682
-0.442918 0.00639233 0.594333
-0.435411 0.0068857 0.6692
-0.442857 0.00633618 0.667
-0.424939 0.00918936 0.662067
-0.422403 0.0116279 0.5578
-0.43068 0.00827929 0.566333
-0.440619 0.00847967 0.592
-0.438669 0.00708086 0.6296
-0.438669 0.00708086 0.6296
-0.443423 0.00669004 0.670333
-0.444155 0.00725654 0.6924
-0.444155 0.00725654 0.6924
-0.436286 0.00761106 0.566267
-0.446626 0.00582428 0.520867
-0.43651 0.00753501 0.6708
