mu sigma
0.873987 0.623979
0.873987 0.623979
0.873987 0.623979
0.869246 0.624517
0.869246 0.624517
0.875483 0.624936
0.875483 0.624936
0.863714 0.61801
0.855721 0.625421
0.860554 0.618211
0.862817 0.621346
0.868235 0.621773
0.865568 0.631122
0.867537 0.621854
0.858909 0.620252
0.847314 0.629748
0.847271 0.627176
0.847271 0.627176
0.847271 0.627176
0.843645 0.622636
0.843645 0.622636
0.843645 0.622636
0.843645 0.622636
0.845389 0.616005
0.854862 0.622962
0.854862 0.622962
0.854862 0.622962
0.854862 0.622962
0.854862 0.622962
0.854862 0.622962
0.847416 0.618269
0.839562 0.611008
0.839935 0.609397
0.848878 0.619621
0.854262 0.616957
0.861048 0.610807
0.859481 0.60259
0.859481 0.60259
0.871952 0.597186
0.871952 0.597186
0.87656 0.599527
0.87656 0.599527
0.873286 0.604677
0.873286 0.604677
0.873286 0.604677
0.878731 0.601695
0.880953 0.599978
0.880953 0.599978
0.880632 0.596552
0.880632 0.596552
0.880632 0.596552
0.880632 0.596552
0.880632 0.596552
0.871786 0.59453
0.864023 0.587969
0.864023 0.587969
0.864023 0.587969
0.864023 0.587969
0.864023 0.587969
0.864023 0.587969
0.864023 0.587969
0.864023 0.587969
0.855751 0.58086
0.855751 0.58086
0.857438 0.591742
0.857438 0.591742
0.86598 0.585567
0.86598 0.585567
0.857085 0.579941
0.857085 0.579941
0.848542 0.586721
0.847467 0.589883
0.850158 0.595233
0.850158 0.595233
0.850158 0.595233
0.843033 0.600429
0.841573 0.606497
0.838341 0.598943
0.840946 0.606944
0.840275 0.605525
0.835943 0.607793
0.835943 0.607793
0.82827 0.60605
0.821554 0.610971
0.821554 0.610971
0.814799 0.608765
0.806777 0.60505
0.799023 0.610358
0.805382 0.607353
0.801256 0.614123
0.80333 0.617987
0.806079 0.612086
0.803355 0.608936
0.803355 0.608936
0.803575 0.604325
0.812712 0.600068
0.815497 0.591665
0.817052 0.598442
0.818681 0.596322
0.819999 0.593251
