mu sigma
0.819103 0.651476
0.811524 0.665133
0.81092 0.687894
0.81092 0.687894
0.81092 0.687894
0.813741 0.665998
0.801182 0.643207
0.815835 0.63362
0.832513 0.64601
0.838489 0.645601
0.815992 0.619849
0.788257 0.62219
0.772098 0.608556
0.772098 0.608556
0.772384 0.597928
0.769169 0.600733
0.787076 0.582014
0.765423 0.568393
0.756085 0.575157
0.756085 0.575157
0.757055 0.562536
0.736551 0.590311
0.739171 0.610757
0.739171 0.610757
0.741581 0.621497
0.741581 0.621497
0.741581 0.621497
0.748601 0.610432
0.738725 0.591712
0.727488 0.587589
0.732691 0.588443
0.732691 0.588443
0.732691 0.588443
0.741161 0.609206
0.75667 0.635059
0.764414 0.623619
0.787916 0.627543
0.787916 0.627543
0.80332 0.632189
0.786953 0.622787
0.786373 0.63813
0.758848 0.618341
0.748343 0.619599
0.740351 0.611263
0.761715 0.613484
0.761715 0.613484
0.761715 0.613484
0.749183 0.631722
0.782233 0.618757
0.811399 0.630052
0.791913 0.622317
0.783618 0.607228
0.783618 0.607228
0.783618 0.607228
0.783618 0.607228
0.76244 0.591881
0.76244 0.591881
0.783518 0.592219
0.783518 0.592219
0.790886 0.618263
0.780151 0.626875
0.797302 0.653251
0.789686 0.655958
0.773069 0.684996
0.773069 0.684996
0.773069 0.684996
0.778063 0.659409
0.8094 0.669171
0.8094 0.669171
0.841975 0.666997
0.82241 0.635494
0.854663 0.60253
0.854663 0.60253
0.854663 0.60253
0.859656 0.637144
0.859656 0.637144
0.837232 0.615415
0.837232 0.615415
0.837232 0.615415
0.833478 0.600443
0.833478 0.600443
0.86683 0.605936
0.837772 0.641375
0.873775 0.620293
0.873775 0.620293
0.873775 0.620293
0.855418 0.634275
0.855418 0.634275
0.855418 0.634275
0.855418 0.634275
0.855418 0.634275
0.855418 0.634275
0.877854 0.650194
0.843174 0.641459
0.808577 0.625684
0.828021 0.624012
0.828021 0.624012
0.855789 0.604333
0.855789 0.604333
0.863555 0.568613
