mu sigma
0.659218 0.541868
0.572792 0.572524
0.572792 0.572524
0.572792 0.572524
0.597307 0.637561
0.595225 0.574032
0.595225 0.574032
0.666457 0.510457
0.645853 0.565299
0.783847 0.684432
0.683259 0.727782
0.623518 0.707969
0.64212 0.557369
0.711053 0.556693
0.711053 0.556693
0.711053 0.556693
0.589714 0.572151
0.589714 0.572151
0.589714 0.572151
0.589714 0.572151
0.648304 0.543298
0.648304 0.543298
0.657355 0.558794
0.674509 0.675119
0.593398 0.713983
0.572343 0.753876
0.685934 0.659586
0.685934 0.659586
0.78952 0.587048
0.78952 0.587048
0.78952 0.587048
0.769627 0.605231
0.775679 0.611773
0.775679 0.611773
0.775679 0.611773
0.775679 0.611773
0.782422 0.699484
0.782422 0.699484
0.831815 0.551783
0.831815 0.551783
0.831815 0.551783
0.831815 0.551783
0.831815 0.551783
0.831815 0.551783
0.831815 0.551783
0.831815 0.551783
0.831815 0.551783
0.953883 0.558064
0.964686 0.600372
0.841019 0.618722
0.841019 0.618722
0.841019 0.618722
0.730878 0.669675
0.832757 0.589102
0.832757 0.589102
0.932878 0.601654
0.932878 0.601654
0.932878 0.601654
0.830545 0.716731
0.860773 0.600046
0.766867 0.552279
0.871875 0.548364
0.871875 0.548364
0.7604 0.605431
0.714309 0.592511
0.744278 0.554609
0.744278 0.554609
0.744278 0.554609
0.744278 0.554609
0.831751 0.557898
0.831751 0.557898
0.928611 0.677001
0.928611 0.677001
0.848485 0.562769
0.848485 0.562769
0.872422 0.653013
0.753292 0.735411
0.753292 0.735411
0.740534 0.615809
0.767998 0.606569
0.767998 0.606569
0.767998 0.606569
0.78332 0.602138
0.78332 0.602138
0.78332 0.602138
0.879639 0.536018
0.879639 0.536018
0.926302 0.635423
0.917067 0.604162
0.804867 0.547744
0.914808 0.608416
0.795939 0.6993
0.858167 0.675758
0.817965 0.776741
0.817965 0.776741
0.817965 0.776741
0.810167 0.760112
0.727373 0.675871
0.86057 0.654716
0.839931 0.642196
