mu sigma
0.796364 0.61526
0.796364 0.61526
0.75931 0.627254
0.75931 0.627254
0.734042 0.588801
0.786508 0.623088
0.810056 0.621475
0.810056 0.621475
0.810056 0.621475
0.810056 0.621475
0.810056 0.621475
0.860665 0.648448
0.852398 0.591056
0.852398 0.591056
0.852398 0.591056
0.852398 0.591056
0.782431 0.54167
0.782431 0.54167
0.770956 0.572206
0.777167 0.625512
0.777167 0.625512
0.777167 0.625512
0.800507 0.653441
0.78182 0.603232
0.78182 0.603232
0.78182 0.603232
0.78182 0.603232
0.78182 0.603232
0.792729 0.660647
0.792729 0.660647
0.747989 0.725919
0.720934 0.766398
0.680555 0.736885
0.741132 0.763946
0.73707 0.804564
0.73707 0.804564
0.784296 0.781724
0.785772 0.724282
0.841959 0.671568
0.818659 0.628475
0.795387 0.601998
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.772111 0.646591
0.715866 0.599811
0.757336 0.670996
0.708026 0.624145
0.737083 0.576935
0.737083 0.576935
0.711499 0.599606
0.711499 0.599606
0.750971 0.564306
0.743645 0.61682
0.743645 0.61682
0.758222 0.671669
0.758222 0.671669
0.758222 0.671669
0.812823 0.704616
0.812823 0.704616
0.812823 0.704616
0.812823 0.704616
0.812823 0.704616
0.812823 0.704616
0.827598 0.66769
0.827598 0.66769
0.811115 0.649271
0.753702 0.633564
0.753702 0.633564
0.704944 0.648962
0.704944 0.648962
0.704944 0.648962
0.753832 0.608869
0.714729 0.617512
0.673042 0.6429
0.669274 0.673605
0.714222 0.663961
0.759319 0.694271
0.759319 0.694271
0.757283 0.696251
0.798419 0.672434
0.84683 0.693634
0.882502 0.729133
0.882502 0.729133
0.914953 0.70277
0.880157 0.656252
0.889115 0.618845
0.877591 0.610059
0.86291 0.597476
