mu sigma
0.847601 0.673126
0.741247 0.55699
0.741247 0.55699
0.741247 0.55699
0.803211 0.619194
0.803211 0.619194
0.803211 0.619194
0.803211 0.619194
0.807489 0.833087
0.640288 0.88856
0.640288 0.88856
0.690078 0.912956
0.690078 0.912956
0.690078 0.912956
0.563048 0.902938
0.677277 0.709853
0.677277 0.709853
0.677277 0.709853
0.677277 0.709853
0.677277 0.709853
0.677277 0.709853
0.7105 0.725639
0.508848 0.771536
0.287823 0.866987
0.176882 0.886788
0.250105 0.815488
0.0693048 0.689712
0.0693048 0.689712
0.097626 0.861663
0.14723 0.809489
0.242236 0.739939
0.242236 0.739939
0.0423841 0.708949
0.332648 0.746765
0.486414 0.722833
0.356739 0.922594
0.336717 1.01497
0.253719 0.940552
0.232674 0.886877
0.311947 0.995676
0.443306 0.982512
0.237359 1.04963
0.111883 1.25151
0.111883 1.25151
0.111883 1.25151
0.111883 1.25151
0.464487 1.12058
0.365042 1.10848
0.184029 1.16534
0.189374 0.999492
0.16738 0.812786
0.354637 0.811727
0.478073 0.726771
0.478073 0.726771
0.331976 0.8428
0.431763 0.6448
0.548011 0.53013
0.470399 0.67505
0.288406 0.617809
0.288406 0.617809
0.454038 0.611352
0.220111 0.746494
0.352224 0.650284
0.116875 0.578568
0.303753 0.661112
0.456526 0.785223
0.580108 0.623924
0.580108 0.623924
0.580108 0.623924
0.580108 0.623924
0.826302 0.616274
0.826302 0.616274
0.826302 0.616274
0.78357 0.524272
0.78357 0.524272
0.78357 0.524272
0.625234 0.643154
0.625234 0.643154
0.473603 0.65539
0.432832 0.866248
0.354487 1.02796
0.354487 1.02796
0.530613 0.769568
0.530613 0.769568
0.515173 0.685349
0.7673 0.837828
0.570353 0.895368
0.380226 1.05587
0.173498 1.0199
0.173498 1.0199
0.07477 0.917408
0.07477 0.917408
0.20016 0.984068
0.20016 0.984068
0.20016 0.984068
0.424673 0.893249
0.411865 1.04472
0.510554 0.851957
0.407022 1.04422
0.386414 1.15871
