mu sigma
0.811539 0.601585
0.811539 0.601585
0.866116 0.625596
0.811179 0.643782
0.811179 0.643782
0.812334 0.650256
0.801758 0.655193
0.801758 0.655193
0.824654 0.648009
0.824654 0.648009
0.824654 0.648009
0.824654 0.648009
0.824654 0.648009
0.793466 0.606234
0.793466 0.606234
0.793466 0.606234
0.789435 0.603896
0.834652 0.624992
0.834652 0.624992
0.834652 0.624992
0.834652 0.624992
0.780649 0.569563
0.743142 0.564869
0.687548 0.560628
0.661357 0.608702
0.661357 0.608702
0.670745 0.647095
0.6593 0.633237
0.6593 0.633237
0.678187 0.640655
0.739415 0.601542
0.764666 0.612997
0.795774 0.625826
0.8277 0.67711
0.8277 0.67711
0.8277 0.67711
0.8277 0.67711
0.824633 0.652694
0.86159 0.624928
0.86159 0.624928
0.86159 0.624928
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.882345 0.617783
0.83565 0.616543
0.83565 0.616543
0.83565 0.616543
0.83565 0.616543
0.83565 0.616543
0.878181 0.625944
0.882659 0.667125
0.882659 0.667125
0.893711 0.628268
0.901746 0.637138
0.883678 0.604642
0.883678 0.604642
0.883678 0.604642
0.865146 0.639803
0.83782 0.646894
0.795233 0.659332
0.84399 0.64032
0.836649 0.66128
0.886311 0.621293
0.881841 0.60231
0.875366 0.554748
0.875366 0.554748
0.825587 0.531294
0.825587 0.531294
0.825587 0.531294
0.825587 0.531294
0.818817 0.524383
0.818817 0.524383
0.807204 0.558733
0.793815 0.562357
0.793815 0.562357
0.793815 0.562357
0.834919 0.568014
0.854445 0.597523
0.823669 0.545434
0.823669 0.545434
0.823669 0.545434
0.815913 0.560206
0.801038 0.601896
0.823829 0.61684
0.823829 0.61684
0.823829 0.61684
0.777703 0.624685
0.737442 0.60149
