mu sigma
0.801623 0.650413
0.760439 0.600576
0.760439 0.600576
0.760439 0.600576
0.802121 0.571604
0.789859 0.573323
0.822088 0.622076
0.833319 0.647703
0.833319 0.647703
0.833319 0.647703
0.855775 0.627729
0.855775 0.627729
0.910162 0.578538
0.910162 0.578538
0.910162 0.578538
0.910162 0.578538
0.884712 0.605988
0.884712 0.605988
0.85217 0.658255
0.814442 0.635473
0.801703 0.674475
0.843099 0.636939
0.843099 0.636939
0.843099 0.636939
0.843099 0.636939
0.843099 0.636939
0.867696 0.622257
0.805527 0.657678
0.817208 0.658761
0.827848 0.709756
0.830793 0.684345
0.875621 0.676313
0.875621 0.676313
0.88379 0.614362
0.88379 0.614362
0.88379 0.614362
0.88379 0.614362
0.92229 0.631764
0.882312 0.643923
0.830584 0.691648
0.875744 0.70344
0.875744 0.70344
0.843603 0.665787
0.843603 0.665787
0.843603 0.665787
0.843603 0.665787
0.824029 0.628972
0.824029 0.628972
0.824029 0.628972
0.807347 0.58651
0.862679 0.600213
0.804163 0.599569
0.804163 0.599569
0.802713 0.616962
0.802713 0.616962
0.863872 0.581382
0.832451 0.589496
0.780746 0.636313
0.780746 0.636313
0.807798 0.6196
0.824577 0.609943
0.824577 0.609943
0.824577 0.609943
0.824577 0.609943
0.824577 0.609943
0.843788 0.588756
0.843788 0.588756
0.843788 0.588756
0.787751 0.619244
0.822132 0.583037
0.795234 0.597289
0.795234 0.597289
0.836667 0.615808
0.843901 0.578985
0.859039 0.604815
0.859039 0.604815
0.866349 0.555938
0.866349 0.555938
0.913246 0.592007
0.913246 0.592007
0.913246 0.592007
0.93639 0.61148
0.93639 0.61148
0.93639 0.61148
0.93639 0.61148
0.93639 0.61148
0.93639 0.61148
0.93639 0.61148
0.93639 0.61148
0.93639 0.61148
0.93639 0.61148
0.883096 0.558215
0.899786 0.601744
0.899786 0.601744
0.86599 0.575566
0.875144 0.585564
0.875144 0.585564
0.875144 0.585564
0.83058 0.596379
0.844734 0.586262
