Energy Error Acceptance
-0.451572 0.00550403 0.628933
-0.444845 0.00739919 0.695067
-0.444845 0.00739919 0.695067
-0.444845 0.00739919 0.695067
-0.444845 0.00739919 0.695067
-0.425809 0.00624621 0.581867
-0.453458 0.00504611 0.555667
-0.453458 0.00504611 0.555667
-0.453458 0.00504611 0.555667
-0.453458 0.00504611 0.555667
-0.436645 0.00518406 0.7466
-0.436645 0.00518406 0.7466
-0.445409 0.00501103 0.622267
-0.445409 0.00501103 0.622267
-0.443933 0.00634964 0.641333
-0.440609 0.00798969 0.639667
-0.440609 0.00798969 0.639667
-0.4367 0.00747325 0.5978
-0.443911 0.00714215 0.6626
-0.444568 0.00542587 0.575667
-0.43621 0.00616573 0.607333
-0.438572 0.00514234 0.6672
-0.443625 0.00490271 0.6428
-0.443625 0.00490271 0.6428
-0.448238 0.00504 0.603533
-0.448238 0.00504 0.603533
-0.448238 0.00504 0.603533
-0.444864 0.00565281 0.658533
-0.444864 0.00565281 0.658533
-0.444782 0.00770754 0.599133
-0.441228 0.00687218 0.639467
-0.441228 0.00687218 0.639467
-0.441228 0.00687218 0.639467
-0.428502 0.00839922 0.640867
-0.432788 0.00736363 0.602933
-0.43585 0.00843444 0.5544
-0.43585 0.00843444 0.5544
-0.43585 0.00843444 0.5544
-0.43585 0.00843444 0.5544
-0.415337 0.0102466 0.577333
-0.419664 0.00852428 0.481933
-0.427686 0.00561189 0.656
-0.429879 0.00552788 0.588867
-0.429879 0.00552788 0.588867
-0.429879 0.00552788 0.588867
-0.438202 0.00667802 0.576067
-0.438276 0.00692693 0.576333
-0.438276 0.00692693 0.576333
-0.438276 0.00692693 0.576333
-0.440465 0.00572273 0.555067
-0.435578 0.00559019 0.5722
-0.440217 0.00551795 0.668267
-0.440217 0.00551795 0.668267
-0.440217 0.00551795 0.668267
-0.448766 0.00603073 0.6372
-0.441379 0.00725561 0.602133
-0.441379 0.00725561 0.602133
-0.441379 0.00725561 0.602133
-0.441379 0.00725561 0.602133
-0.445811 0.00624643 0.569067
-0.444583 0.00643349 0.6348
-0.447923 0.00541822 0.648667
-0.447923 0.00541822 0.648667
-0.447923 0.00541822 0.648667
-0.447923 0.00541822 0.648667
-0.447923 0.00541822 0.648667
-0.447923 0.00541822 0.648667
-0.441958 0.00509967 0.593133
-0.441958 0.00509967 0.593133
-0.427712 0.00678525 0.600667
-0.444056 0.00678419 0.644867
-0.437317 0.0084166 0.593067
-0.452981 0.00611534 0.637067
-0.452981 0.00611534 0.637067
-0.452981 0.00611534 0.637067
-0.446621 0.00587408 0.659667
-0.423439 0.00837281 0.5706
-0.423439 0.00837281 0.5706
-0.423439 0.00837281 0.5706
-0.423439 0.00837281 0.5706
-0.408299 0.00843189 0.600267
-0.408299 0.00843189 0.600267
-0.410144 0.00826413 0.598933
-0.410144 0.00826413 0.598933
-0.410144 0.00826413 0.598933
-0.412338 0.00841698 0.596733
-0.428579 0.00663713 0.634667
-0.391972 0.0127287 0.632
-0.40873 0.0112399 0.562867
-0.410958 0.012385 0.5994
-0.410958 0.012385 0.5994
-0.410958 0.012385 0.5994
-0.410958 0.012385 0.5994
-0.385581 0.0165311 0.633533
-0.386781 0.0144511 0.535267
-0.386781 0.0144511 0.535267
-0.386781 0.0144511 0.535267
-0.418454 0.00956535 0.5336
-0.388588 0.0142836 0.607267
-0.418708 0.0102735 0.6006
