mu sigma
0.808819 0.690512
0.81766 0.699781
0.81766 0.699781
0.81766 0.699781
0.81766 0.699781
0.778759 0.683801
0.785151 0.663319
0.748257 0.634593
0.735201 0.647171
0.735201 0.647171
0.706864 0.620309
0.733812 0.609041
0.749613 0.624844
0.749613 0.624844
0.760813 0.641785
0.760813 0.641785
0.736364 0.602762
0.77382 0.630147
0.755709 0.625528
0.760278 0.648083
0.749866 0.656911
0.749866 0.656911
0.749866 0.656911
0.737093 0.631085
0.768909 0.614706
0.752336 0.642853
0.759518 0.656719
0.759518 0.656719
0.767527 0.659684
0.767527 0.659684
0.767527 0.659684
0.767527 0.659684
0.772233 0.618425
0.804239 0.65289
0.776279 0.608516
0.776279 0.608516
0.820568 0.64094
0.848676 0.613504
0.864115 0.642665
0.8811 0.636584
0.880603 0.602048
0.861241 0.636231
0.825761 0.653277
0.804713 0.675334
0.823519 0.657362
0.823519 0.657362
0.823519 0.657362
0.823519 0.657362
0.829795 0.633222
0.829795 0.633222
0.829795 0.633222
0.784536 0.626571
0.784536 0.626571
0.784536 0.626571
0.809967 0.643909
0.789178 0.656348
0.760174 0.653906
0.760174 0.653906
0.766959 0.605929
0.766959 0.605929
0.766959 0.605929
0.766959 0.605929
0.766959 0.605929
0.766959 0.605929
0.773448 0.612843
0.748271 0.62387
0.748271 0.62387
0.748271 0.62387
0.748271 0.62387
0.747637 0.639946
0.77044 0.633103
0.774021 0.633166
0.774021 0.633166
0.798381 0.614557
0.798381 0.614557
0.76047 0.631778
0.770923 0.624921
0.797213 0.6597
0.823029 0.636005
0.82012 0.608196
0.82012 0.608196
0.853409 0.607892
0.853409 0.607892
0.837844 0.616427
0.839229 0.632083
0.872992 0.65496
0.838257 0.646298
0.838257 0.646298
0.838257 0.646298
0.838257 0.646298
0.838257 0.646298
0.874971 0.67973
0.874971 0.67973
0.907985 0.662074
0.907985 0.662074
0.929224 0.667995
0.929224 0.667995
0.928654 0.638808
0.941692 0.618908
0.90496 0.651927
