mu sigma
0.678625 0.735116
0.678625 0.735116
0.678625 0.735116
0.680808 0.70351
0.707734 0.674494
0.728319 0.679694
0.698291 0.683438
0.699523 0.684876
0.725037 0.680159
0.725037 0.680159
0.756236 0.654387
0.766381 0.662189
0.783792 0.64158
0.75451 0.641894
0.758573 0.625285
0.758573 0.625285
0.770516 0.615016
0.763246 0.594914
0.763246 0.594914
0.759372 0.623349
0.759372 0.623349
0.774802 0.659203
0.774802 0.659203
0.791746 0.667399
0.791746 0.667399
0.779041 0.666312
0.787234 0.689291
0.787234 0.689291
0.811623 0.659104
0.78493 0.680173
0.779248 0.715367
0.773312 0.682837
0.773312 0.682837
0.773312 0.682837
0.743482 0.67531
0.750961 0.667591
0.750858 0.669063
0.750858 0.669063
0.771016 0.632879
0.748369 0.664147
0.776354 0.692746
0.776354 0.692746
0.772648 0.690731
0.772648 0.690731
0.732921 0.689299
0.74288 0.699515
0.741005 0.692879
0.741005 0.692879
0.747805 0.692356
0.773023 0.670892
0.76727 0.634704
0.760542 0.650564
0.741147 0.62903
0.756468 0.65286
0.78565 0.633929
0.78526 0.647707
0.78526 0.647707
0.814568 0.6361
0.853329 0.660099
0.854906 0.657075
0.81871 0.638897
0.790518 0.663045
0.753574 0.643748
0.789097 0.661651
0.751903 0.618991
0.764281 0.614467
0.785369 0.641998
0.745364 0.615367
0.747523 0.597535
0.783906 0.557992
0.783906 0.557992
0.783906 0.557992
0.787905 0.589069
0.787905 0.589069
0.779138 0.629976
0.779138 0.629976
0.757533 0.650239
0.757533 0.650239
0.785276 0.623347
0.785276 0.623347
0.785276 0.623347
0.785276 0.623347
0.772924 0.669734
0.797946 0.633891
0.837721 0.61899
0.86927 0.614555
0.847091 0.64589
0.830058 0.634767
0.830058 0.634767
0.830058 0.634767
0.830058 0.634767
0.859272 0.586641
0.843659 0.576491
0.843659 0.576491
0.814684 0.621326
0.857455 0.637038
0.857455 0.637038
0.857455 0.637038
0.857455 0.637038
0.88599 0.677369
