Energy Error Acceptance
-0.414577 0.0122105 0.494333
-0.370109 0.0134609 0.540333
-0.3991 0.015068 0.582667
-0.3991 0.015068 0.582667
-0.39961 0.0135181 0.650333
-0.39961 0.0135181 0.650333
-0.460896 0.0180362 0.656667
-0.460896 0.0180362 0.656667
-0.417068 0.0192067 0.647
-0.445309 0.00857149 0.674
-0.431809 0.0146535 0.542667
-0.453065 0.0203879 0.633
-0.446075 0.0130119 0.65
-0.446075 0.0130119 0.65
-0.315923 0.032746 0.607667
-0.432722 0.0118348 0.568
-0.432722 0.0118348 0.568
-0.270409 0.0273016 0.618333
-0.270409 0.0273016 0.618333
-0.270409 0.0273016 0.618333
-0.431955 0.0114564 0.570667
-0.384615 0.0282695 0.567333
-0.384615 0.0282695 0.567333
-0.317932 0.0406265 0.578333
-0.42646 0.0211071 0.591333
-0.42646 0.0211071 0.591333
-0.376577 0.0195561 0.672667
-0.376577 0.0195561 0.672667
-0.376577 0.0195561 0.672667
-0.365171 0.0196705 0.617
-0.319394 0.0269916 0.646333
-0.319394 0.0269916 0.646333
-0.319394 0.0269916 0.646333
-0.319394 0.0269916 0.646333
-0.319394 0.0269916 0.646333
-0.413333 0.0299562 0.570333
-0.421312 0.02157 0.519333
-0.433825 0.0153766 0.567333
-0.433825 0.0153766 0.567333
-0.383303 0.0309036 0.573667
-0.383303 0.0309036 0.573667
-0.383303 0.0309036 0.573667
-0.42415 0.0113196 0.563333
-0.42415 0.0113196 0.563333
-0.42415 0.0113196 0.563333
-0.42415 0.0113196 0.563333
-0.398752 0.0164609 0.581
-0.398752 0.0164609 0.581
-0.398752 0.0164609 0.581
-0.409993 0.0138074 0.505667
-0.409993 0.0138074 0.505667
-0.433917 0.0155566 0.632667
-0.433917 0.0155566 0.632667
-0.433917 0.0155566 0.632667
-0.422393 0.0262257 0.662333
-0.383141 0.0184321 0.635
-0.328716 0.0250483 0.585
-0.328716 0.0250483 0.585
-0.328716 0.0250483 0.585
-0.291104 0.0301627 0.605
-0.256321 0.066181 0.661333
-0.256321 0.066181 0.661333
-0.256321 0.066181 0.661333
-0.256321 0.066181 0.661333
-0.289574 0.0504709 0.55
-0.277487 0.108669 0.591
-0.363207 0.0403603 0.716333
-0.363207 0.0403603 0.716333
-0.363207 0.0403603 0.716333
-0.385668 0.0260153 0.575333
-0.364689 0.0160366 0.603333
-0.364689 0.0160366 0.603333
-0.362131 0.0198738 0.675667
-0.408489 0.0275405 0.642
-0.408489 0.0275405 0.642
-0.362601 0.0282598 0.578667
-0.341751 0.0324834 0.513667
-0.341751 0.0324834 0.513667
-0.341751 0.0324834 0.513667
-0.341751 0.0324834 0.513667
-0.341751 0.0324834 0.513667
-0.341751 0.0324834 0.513667
-0.341751 0.0324834 0.513667
-0.341751 0.0324834 0.513667
-0.341751 0.0324834 0.513667
-0.341751 0.0324834 0.513667
-0.348921 0.0364311 0.588
-0.400192 0.0128185 0.536667
-0.400192 0.0128185 0.536667
-0.396859 0.0195103 0.645
-0.35996 0.0157413 0.665333
-0.385526 0.0138993 0.543
-0.38543 0.0230855 0.586333
-0.38543 0.0230855 0.586333
-0.38543 0.0230855 0.586333
-0.435716 0.0158605 0.515
-0.407701 0.0136116 0.592
-0.42361 0.0123409 0.529667
-0.429736 0.0173393 0.522667
-0.429736 0.0173393 0.522667
