mu sigma
0.859166 0.563368
0.803791 0.612033
0.849451 0.665078
0.786269 0.665356
0.707075 0.636199
0.649707 0.669996
0.707347 0.608265
0.707347 0.608265
0.673166 0.563367
0.637631 0.598853
0.637631 0.598853
0.638287 0.566416
0.630571 0.535203
0.711166 0.616746
0.766808 0.676726
0.766808 0.676726
0.766808 0.676726
0.766808 0.676726
0.766808 0.676726
0.759352 0.695848
0.73642 0.61269
0.680325 0.583113
0.680325 0.583113
0.725838 0.57614
0.725838 0.57614
0.725838 0.57614
0.683431 0.645416
0.683431 0.645416
0.683431 0.645416
0.683431 0.645416
0.683431 0.645416
0.681216 0.576148
0.681216 0.576148
0.730977 0.550301
0.730977 0.550301
0.730977 0.550301
0.730977 0.550301
0.730977 0.550301
0.755136 0.56135
0.755136 0.56135
0.755136 0.56135
0.837195 0.618672
0.837195 0.618672
0.837195 0.618672
0.837195 0.618672
0.837195 0.618672
0.837195 0.618672
0.892186 0.645955
0.913504 0.587244
0.917715 0.563323
0.918763 0.633187
0.918763 0.633187
0.918763 0.633187
0.887993 0.658716
0.887993 0.658716
0.874669 0.632903
0.874669 0.632903
0.924074 0.595435
0.924074 0.595435
0.924074 0.595435
0.966559 0.567658
0.92936 0.566738
0.974061 0.551742
0.899108 0.587788
0.899108 0.587788
0.95674 0.648425
0.939701 0.580905
0.86686 0.6364
0.923051 0.618385
0.923051 0.618385
0.889199 0.628075
0.843637 0.666334
0.899783 0.681579
0.834419 0.689977
0.834419 0.689977
0.834419 0.689977
0.84995 0.667821
0.885047 0.601654
0.885047 0.601654
0.816162 0.632537
0.816162 0.632537
0.747273 0.632799
0.700014 0.645983
0.671932 0.593172
0.749589 0.62243
0.749589 0.62243
0.772744 0.595417
0.746924 0.636582
0.746924 0.636582
0.783155 0.561554
0.827054 0.536814
0.827054 0.536814
0.795342 0.590447
0.833591 0.660019
0.79646 0.673031
0.813598 0.646606
0.870124 0.680508
0.918481 0.67948
0.918481 0.67948
0.936411 0.634572
