mu sigma
0.768175 0.611755
0.732975 0.636457
0.732975 0.636457
0.724724 0.613304
0.757652 0.619628
0.757652 0.619628
0.753287 0.613356
0.777083 0.625559
0.748344 0.625193
0.744825 0.645514
0.750849 0.659991
0.750849 0.659991
0.756571 0.665453
0.78597 0.657626
0.808927 0.625077
0.808927 0.625077
0.817304 0.616489
0.817304 0.616489
0.817304 0.616489
0.817304 0.616489
0.817304 0.616489
0.817304 0.616489
0.817304 0.616489
0.817304 0.616489
0.817304 0.616489
0.817304 0.616489
0.81231 0.621868
0.81231 0.621868
0.816032 0.622127
0.813386 0.623067
0.813386 0.623067
0.795222 0.647367
0.795222 0.647367
0.779722 0.619644
0.779722 0.619644
0.803315 0.607976
0.790445 0.627826
0.790445 0.627826
0.787102 0.612014
0.802285 0.60056
0.802285 0.60056
0.803421 0.62074
0.803421 0.62074
0.794794 0.642491
0.77244 0.644946
0.747511 0.617422
0.747511 0.617422
0.747511 0.617422
0.747511 0.617422
0.747511 0.617422
0.747511 0.617422
0.773138 0.598625
0.775152 0.609706
0.744545 0.620556
0.759773 0.626001
0.774821 0.633737
0.774821 0.633737
0.774821 0.633737
0.774821 0.633737
0.774821 0.633737
0.774821 0.633737
0.789649 0.606525
0.774951 0.63512
0.749889 0.641923
0.749889 0.641923
0.749889 0.641923
0.771017 0.625254
0.771017 0.625254
0.771017 0.625254
0.771017 0.625254
0.788575 0.637951
0.788429 0.621171
0.788429 0.621171
0.773567 0.639726
0.773567 0.639726
0.773567 0.639726
0.792696 0.654075
0.792696 0.654075
0.792696 0.654075
0.792696 0.654075
0.792696 0.654075
0.791019 0.655977
0.796055 0.641255
0.789096 0.649564
0.766397 0.651698
0.789863 0.652566
0.776574 0.661855
0.776574 0.661855
0.776574 0.661855
0.776574 0.661855
0.774513 0.65937
0.794499 0.642806
0.786319 0.635728
0.805357 0.640209
0.803434 0.639451
0.82557 0.632042
0.839905 0.607553
0.823743 0.593953
0.823743 0.593953
0.816092 0.613967
