mu sigma
0.386414 1.15871
0.245946 0.927901
0.278502 1.05539
0.278502 1.05539
0.384303 0.899657
0.538793 0.703423
0.802275 0.951269
0.629866 0.932267
0.406173 1.03113
0.438299 0.748961
0.183409 1.00315
0.235371 1.10335
0.235371 1.10335
0.235371 1.10335
0.235371 1.10335
0.306058 0.870375
0.1879 0.735534
0.1879 0.735534
0.1879 0.735534
0.331128 0.637374
0.345662 0.733123
0.345662 0.733123
0.410401 0.81869
0.50376 0.940348
0.232619 1.03899
0.415282 0.920415
0.651389 0.901893
0.851171 0.669446
0.851171 0.669446
0.851171 0.669446
0.851171 0.669446
0.851171 0.669446
0.851171 0.669446
0.851171 0.669446
0.851171 0.669446
0.851171 0.669446
1.01069 0.578586
1.03908 0.510532
0.78076 0.566794
0.78076 0.566794
0.78076 0.566794
0.88874 0.589955
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.738013 0.562436
0.722991 0.607374
0.722991 0.607374
0.50595 0.621187
0.426477 0.846386
0.560644 0.775485
0.560644 0.775485
0.548774 0.97015
0.548774 0.97015
0.393955 1.16415
0.393955 1.16415
0.393955 1.16415
0.197595 1.06821
0.176226 1.11057
0.176226 1.11057
0.176226 1.11057
0.176226 1.11057
0.176226 1.11057
0.110113 1.01089
0.213731 1.00852
0.213731 1.00852
0.21631 0.865444
0.237445 0.869064
0.404266 0.755035
0.404266 0.755035
0.525039 0.775235
0.525039 0.775235
0.323971 0.681344
0.475194 0.71785
0.366671 0.874813
0.366671 0.874813
0.390901 0.785881
0.589771 0.769018
0.589771 0.769018
0.589771 0.769018
0.589771 0.769018
0.805755 0.645409
0.805755 0.645409
0.601758 0.727179
0.535694 0.840832
0.340051 1.05025
0.515135 1.02249
0.515062 1.13365
0.515062 1.13365
0.515062 1.13365
0.624925 1.05669
