Energy Error Acceptance
-0.391585 0.0115657 0.5726
-0.391585 0.0115657 0.5726
-0.391585 0.0115657 0.5726
-0.409849 0.00956923 0.632
-0.409849 0.00956923 0.632
-0.419485 0.00742154 0.565
-0.445586 0.00608941 0.6586
-0.434134 0.0065484 0.639333
-0.447739 0.00598763 0.572733
-0.447739 0.00598763 0.572733
-0.437496 0.0092465 0.632667
-0.445761 0.00572687 0.632467
-0.448658 0.00480556 0.635867
-0.455846 0.00724055 0.5988
-0.455846 0.00724055 0.5988
-0.455846 0.00724055 0.5988
-0.455846 0.00724055 0.5988
-0.455846 0.00724055 0.5988
-0.455846 0.00724055 0.5988
-0.447537 0.00730786 0.6304
-0.447537 0.00730786 0.6304
-0.441192 0.00578062 0.685933
-0.425943 0.00598354 0.6744
-0.425943 0.00598354 0.6744
-0.423989 0.00798346 0.624667
-0.422022 0.00784401 0.6276
-0.422022 0.00784401 0.6276
-0.422022 0.00784401 0.6276
-0.42135 0.0101707 0.602733
-0.42135 0.0101707 0.602733
-0.42135 0.0101707 0.602733
-0.42135 0.0101707 0.602733
-0.426814 0.0107536 0.6042
-0.425044 0.00673272 0.611
-0.425044 0.00673272 0.611
-0.397663 0.0105933 0.572533
-0.416947 0.00856342 0.645133
-0.420544 0.0104586 0.573467
-0.403469 0.00858713 0.609533
-0.403469 0.00858713 0.609533
-0.403469 0.00858713 0.609533
-0.383398 0.0144937 0.571467
-0.383398 0.0144937 0.571467
-0.383398 0.0144937 0.571467
-0.413453 0.0115306 0.602267
-0.414401 0.0113426 0.623733
-0.414401 0.0113426 0.623733
-0.388729 0.0109519 0.636267
-0.388729 0.0109519 0.636267
-0.390427 0.0160489 0.674267
-0.42227 0.00845306 0.698467
-0.42227 0.00845306 0.698467
-0.424679 0.00720974 0.627733
-0.430205 0.0077625 0.623733
-0.419369 0.00699258 0.6142
-0.433176 0.00695304 0.5986
-0.433176 0.00695304 0.5986
-0.433176 0.00695304 0.5986
-0.433176 0.00695304 0.5986
-0.433176 0.00695304 0.5986
-0.435647 0.00771274 0.576333
-0.435647 0.00771274 0.576333
-0.431753 0.00945128 0.664133
-0.430688 0.00602873 0.624667
-0.430688 0.00602873 0.624667
-0.430688 0.00602873 0.624667
-0.430889 0.00993541 0.5632
-0.430889 0.00993541 0.5632
-0.418888 0.0217045 0.7102
-0.428989 0.0095573 0.619133
-0.43173 0.00635212 0.553133
-0.451189 0.00552689 0.664133
-0.451189 0.00552689 0.664133
-0.451189 0.00552689 0.664133
-0.451189 0.00552689 0.664133
-0.451189 0.00552689 0.664133
-0.451189 0.00552689 0.664133
-0.431511 0.00636124 0.6614
-0.420919 0.00849463 0.552867
-0.450419 0.00509755 0.571467
-0.450419 0.00509755 0.571467
-0.450206 0.00570903 0.5992
-0.448285 0.00552393 0.6406
-0.433787 0.0061821 0.6656
-0.425044 0.00737594 0.530733
-0.425044 0.00737594 0.530733
-0.425044 0.00737594 0.530733
-0.436071 0.00645548 0.562067
-0.413337 0.00684188 0.7232
-0.432834 0.00725073 0.531533
-0.407489 0.00744963 0.679467
-0.407489 0.00744963 0.679467
-0.407489 0.00744963 0.679467
-0.407489 0.00744963 0.679467
-0.407489 0.00744963 0.679467
-0.438462 0.00742554 0.598067
-0.455084 0.00502255 0.635133
-0.455084 0.00502255 0.635133
-0.451572 0.00550403 0.628933
-0.451572 0.00550403 0.628933
