mu sigma
0.797652 0.573782
0.797652 0.573782
0.797652 0.573782
0.787298 0.582434
0.787298 0.582434
0.787298 0.582434
0.778382 0.574404
0.778382 0.574404
0.778382 0.574404
0.780843 0.571994
0.780843 0.571994
0.786344 0.582275
0.784718 0.587104
0.782546 0.5854
0.784859 0.584572
0.784859 0.584572
0.784859 0.584572
0.784859 0.584572
0.79584 0.595114
0.79584 0.595114
0.79584 0.595114
0.785154 0.605482
0.794634 0.598036
0.786698 0.60955
0.796473 0.604556
0.801041 0.602757
0.812976 0.608705
0.805251 0.603466
0.805766 0.611792
0.79582 0.603512
0.785271 0.602284
0.785432 0.613386
0.775049 0.61114
0.785833 0.622298
0.786865 0.629603
0.797065 0.637005
0.797065 0.637005
0.797196 0.649006
0.797196 0.649006
0.797196 0.649006
0.799228 0.655454
0.79166 0.64546
0.794988 0.650267
0.786762 0.646012
0.786762 0.646012
0.786762 0.646012
0.786762 0.646012
0.78883 0.647831
0.792178 0.641603
0.790292 0.652274
0.790292 0.652274
0.790292 0.652274
0.796769 0.649849
0.784823 0.649977
0.784823 0.649977
0.792368 0.64945
0.78586 0.649648
0.78586 0.649648
0.78586 0.649648
0.779564 0.641178
0.779564 0.641178
0.782409 0.646554
0.770313 0.656928
0.770313 0.656928
0.770313 0.656928
0.770313 0.656928
0.769864 0.646331
0.766133 0.637951
0.766878 0.627697
0.779232 0.633848
0.779232 0.633848
0.768677 0.646411
0.762041 0.636569
0.76626 0.625068
0.765752 0.627736
0.77634 0.622846
0.77634 0.622846
0.782857 0.637489
0.782857 0.637489
0.782857 0.637489
0.781602 0.636689
0.781602 0.636689
0.788238 0.62808
0.784561 0.622099
0.771395 0.631964
0.78468 0.642935
0.788216 0.628451
0.791209 0.634728
0.790153 0.647624
0.801078 0.654309
0.808916 0.644882
0.798397 0.647959
0.800209 0.645887
0.800209 0.645887
0.799443 0.644838
0.790886 0.629563
0.790886 0.629563
0.798902 0.633498
0.813431 0.642609
0.814203 0.635892
