Energy Error Acceptance
-0.419154 0.0224251 0.579
-0.419154 0.0224251 0.579
-0.419317 0.017189 0.561
-0.440829 0.0141278 0.554333
-0.461682 0.0132993 0.593
-0.461682 0.0132993 0.593
-0.461682 0.0132993 0.593
-0.437103 0.015247 0.611
-0.447499 0.0138038 0.667667
-0.403251 0.0158038 0.626
-0.403251 0.0158038 0.626
-0.403251 0.0158038 0.626
-0.337982 0.0340999 0.551
-0.337982 0.0340999 0.551
-0.259402 0.0409514 0.666333
-0.381177 0.0207664 0.645333
-0.381177 0.0207664 0.645333
-0.381177 0.0207664 0.645333
-0.428011 0.0137775 0.522333
-0.430807 0.0174625 0.643
-0.430807 0.0174625 0.643
-0.430807 0.0174625 0.643
-0.430807 0.0174625 0.643
-0.421293 0.0159775 0.633667
-0.392919 0.0333157 0.607
-0.392919 0.0333157 0.607
-0.401427 0.0181752 0.598333
-0.367881 0.0246222 0.630667
-0.367881 0.0246222 0.630667
-0.418554 0.0176925 0.575333
-0.418554 0.0176925 0.575333
-0.468625 0.00835818 0.685
-0.468625 0.00835818 0.685
-0.468625 0.00835818 0.685
-0.446212 0.0116135 0.593667
-0.446212 0.0116135 0.593667
-0.448652 0.0163427 0.695333
-0.398536 0.0236272 0.652333
-0.398536 0.0236272 0.652333
-0.398536 0.0236272 0.652333
-0.441302 0.0108983 0.667333
-0.441302 0.0108983 0.667333
-0.410533 0.0155217 0.702667
-0.438366 0.0166823 0.638667
-0.438366 0.0166823 0.638667
-0.429014 0.0181426 0.625667
-0.445521 0.00914596 0.758667
-0.347815 0.0449529 0.619667
-0.31411 0.0424798 0.613667
-0.345528 0.0163091 0.624333
-0.387297 0.0162087 0.596667
-0.404518 0.0275288 0.521667
-0.404518 0.0275288 0.521667
-0.372357 0.020089 0.689667
-0.372357 0.020089 0.689667
-0.358247 0.0354493 0.631333
-0.358247 0.0354493 0.631333
-0.433672 0.0146703 0.634333
-0.433672 0.0146703 0.634333
-0.397368 0.011981 0.612
-0.397368 0.011981 0.612
-0.407689 0.0160446 0.654667
-0.407689 0.0160446 0.654667
-0.426489 0.0177731 0.643333
-0.426489 0.0177731 0.643333
-0.430218 0.0160453 0.586
-0.443042 0.0123688 0.628333
-0.382791 0.0262188 0.630333
-0.382791 0.0262188 0.630333
-0.388374 0.0171225 0.637333
-0.294632 0.0424929 0.587333
-0.294632 0.0424929 0.587333
-0.294632 0.0424929 0.587333
-0.294632 0.0424929 0.587333
-0.331084 0.0247158 0.543667
-0.331084 0.0247158 0.543667
-0.331084 0.0247158 0.543667
-0.349237 0.0206167 0.575
-0.349237 0.0206167 0.575
-0.349237 0.0206167 0.575
-0.2696 0.0223529 0.643667
-0.2696 0.0223529 0.643667
-0.330073 0.0168695 0.562
-0.330073 0.0168695 0.562
-0.380631 0.0117154 0.555
-0.381006 0.0145598 0.676333
-0.4002 0.0219484 0.53
-0.382987 0.0181904 0.502
-0.346586 0.0181522 0.565
-0.346586 0.0181522 0.565
-0.412392 0.00950964 0.56
-0.412392 0.00950964 0.56
-0.412392 0.00950964 0.56
-0.37889 0.0172912 0.601
-0.413304 0.0211501 0.608
-0.413304 0.0211501 0.608
-0.413304 0.0211501 0.608
-0.403669 0.0154404 0.618667
-0.431874 0.0212108 0.556
-0.414577 0.0122105 0.494333
