mu sigma
0.936411 0.634572
0.957091 0.614227
0.884996 0.564966
0.884996 0.564966
0.884996 0.564966
0.86185 0.596096
0.86185 0.596096
0.787119 0.651171
0.869264 0.716207
0.869264 0.716207
0.869264 0.716207
0.818943 0.627483
0.804526 0.604382
0.804526 0.604382
0.817472 0.560438
0.882689 0.582843
0.898915 0.54109
0.898915 0.54109
0.898915 0.54109
0.87175 0.549761
0.918268 0.614477
0.918268 0.614477
0.870652 0.560001
0.870652 0.560001
0.785365 0.602571
0.816808 0.691344
0.895421 0.694267
0.895421 0.694267
0.895421 0.694267
0.895421 0.694267
0.895421 0.694267
0.895421 0.694267
0.895421 0.694267
0.895421 0.694267
0.895421 0.694267
0.895421 0.694267
0.940173 0.627397
0.940173 0.627397
0.940173 0.627397
0.97464 0.556245
0.932273 0.623715
0.932273 0.623715
0.932273 0.623715
0.838364 0.691913
0.838364 0.691913
0.902881 0.631224
0.904653 0.590048
0.904653 0.590048
0.904653 0.590048
0.961623 0.586025
0.961623 0.586025
0.955756 0.567008
0.898944 0.548963
0.907942 0.525732
0.93748 0.547815
0.92898 0.605518
0.920657 0.58731
0.872977 0.567024
0.863338 0.647627
0.806489 0.65944
0.806489 0.65944
0.806489 0.65944
0.743402 0.678067
0.694621 0.678483
0.721606 0.616159
0.696525 0.567499
0.696525 0.567499
0.696525 0.567499
0.696525 0.567499
0.696525 0.567499
0.644794 0.489963
0.707502 0.506261
0.707502 0.506261
0.707502 0.506261
0.624899 0.506087
0.624899 0.506087
0.624899 0.506087
0.654677 0.496211
0.654677 0.496211
0.703885 0.516006
0.729928 0.569919
0.729928 0.569919
0.695569 0.511927
0.695569 0.511927
0.695569 0.511927
0.695569 0.511927
0.695569 0.511927
0.708857 0.568163
0.708857 0.568163
0.764092 0.622648
0.832794 0.616746
0.794288 0.682007
0.771568 0.709985
0.709251 0.686674
0.734227 0.6316
0.734227 0.6316
0.734227 0.6316
0.715668 0.599639
0.700608 0.592759
0.700608 0.592759
