mu sigma
0.833206 0.639958
0.833206 0.639958
0.838304 0.652465
0.845666 0.637821
0.845666 0.637821
0.848025 0.632696
0.848025 0.632696
0.859769 0.642888
0.859769 0.642888
0.859769 0.642888
0.859769 0.642888
0.843719 0.628191
0.855202 0.626318
0.831676 0.607442
0.81245 0.627867
0.789096 0.618881
0.773241 0.63948
0.786065 0.62734
0.782145 0.61886
0.782145 0.61886
0.782145 0.61886
0.781236 0.60378
0.767793 0.592098
0.77968 0.573181
0.77968 0.573181
0.77968 0.573181
0.77968 0.573181
0.77968 0.573181
0.756707 0.570395
0.761283 0.559595
0.746615 0.566869
0.761549 0.578909
0.761549 0.578909
0.738219 0.558765
0.735412 0.573498
0.735412 0.573498
0.738254 0.590492
0.735912 0.572266
0.737483 0.597164
0.737483 0.597164
0.755363 0.606805
0.767977 0.626133
0.763278 0.613895
0.778159 0.589543
0.785365 0.613631
0.763488 0.585122
0.763488 0.585122
0.758873 0.606766
0.768022 0.61814
0.769069 0.597043
0.769069 0.597043
0.767694 0.607357
0.754645 0.602992
0.775848 0.609858
0.775848 0.609858
0.775848 0.609858
0.766789 0.626993
0.778453 0.633547
0.805235 0.616196
0.828498 0.590347
0.84961 0.614877
0.84961 0.614877
0.84961 0.614877
0.84961 0.614877
0.85504 0.616385
0.841845 0.59611
0.865008 0.606191
0.852242 0.605626
0.852242 0.605626
0.852242 0.605626
0.852242 0.605626
0.862639 0.604009
0.888782 0.583083
0.888782 0.583083
0.888782 0.583083
0.888782 0.583083
0.858256 0.603554
0.834538 0.595057
0.834538 0.595057
0.834538 0.595057
0.834538 0.595057
0.834538 0.595057
0.807371 0.607028
0.807371 0.607028
0.821765 0.631029
0.815585 0.623252
0.815585 0.623252
0.792282 0.601792
0.792282 0.601792
0.772785 0.622005
0.773568 0.617918
0.767112 0.637633
0.783096 0.618699
0.808171 0.622642
0.814115 0.62732
0.815694 0.623033
0.815694 0.623033
0.820779 0.640348
0.816992 0.659124
0.819103 0.651476
