mu sigma
0.737442 0.60149
0.742728 0.615451
0.791652 0.656942
0.791652 0.656942
0.799531 0.651458
0.748948 0.66119
0.762573 0.694695
0.72552 0.638966
0.72552 0.638966
0.736313 0.594934
0.744171 0.648396
0.744171 0.648396
0.745748 0.652147
0.79926 0.611472
0.79926 0.611472
0.79926 0.611472
0.79926 0.611472
0.79926 0.611472
0.79926 0.611472
0.79926 0.611472
0.79926 0.611472
0.79926 0.611472
0.786642 0.558235
0.834257 0.592887
0.834257 0.592887
0.817053 0.631145
0.807316 0.613939
0.807316 0.613939
0.807316 0.613939
0.807316 0.613939
0.816875 0.612637
0.816875 0.612637
0.84729 0.599742
0.890803 0.588393
0.890803 0.588393
0.890803 0.588393
0.890803 0.588393
0.845218 0.562092
0.845218 0.562092
0.845218 0.562092
0.845218 0.562092
0.885521 0.591636
0.885521 0.591636
0.885521 0.591636
0.880252 0.63001
0.880252 0.63001
0.87048 0.632777
0.881226 0.617672
0.84847 0.652397
0.83022 0.672679
0.805788 0.706051
0.787581 0.691099
0.76208 0.676915
0.76208 0.676915
0.751905 0.658608
0.751905 0.658608
0.754234 0.68776
0.741013 0.668185
0.733872 0.66592
0.698555 0.65691
0.698555 0.65691
0.673146 0.651486
0.69921 0.683794
0.688526 0.687714
0.674806 0.69813
0.674806 0.69813
0.68019 0.712997
0.68019 0.712997
0.713545 0.701819
0.73445 0.666868
0.73445 0.666868
0.73445 0.666868
0.702142 0.682036
0.73077 0.70897
0.745057 0.691612
0.745057 0.691612
0.72201 0.683444
0.72201 0.683444
0.702557 0.678458
0.72458 0.654831
0.745225 0.663235
0.742144 0.653203
0.742144 0.653203
0.723971 0.678754
0.723971 0.678754
0.723971 0.678754
0.751119 0.647162
0.723262 0.613312
0.723262 0.613312
0.723262 0.613312
0.734719 0.602081
0.743009 0.639123
0.743009 0.639123
0.734076 0.68044
0.734076 0.68044
0.738626 0.701251
0.738626 0.701251
0.732306 0.665685
0.773159 0.624193
0.734541 0.619852
